"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"CDH7"	-0.000118069548169816	5.90432529253041e-05	-1.35000769001088	0.177022293738792	0.466904626066875	-10.9449346048534
"KRT5"	0.00172052746251832	0.00852648056400864	1.34990157790608	0.177056332724706	0.466928055529193	-10.9450778479239
"MEN1"	0.00250822296747191	0.0195568930536678	1.34986775257117	0.177067184350477	0.466928055529193	-10.945123507127
"PHYHIPL"	-0.000131976983047563	6.5997969088414e-05	-1.34972265850084	0.177113738115474	0.466971495355956	-10.945319349685
"ATP6V1G1"	0.0144726698320253	0.989439798939597	1.34963652518346	0.17714137850054	0.466971495355956	-10.9454355992654
"RNF148"	-9.94012868370515e-05	4.97077816489858e-05	-1.34959196476204	0.177155679306237	0.466971495355956	-10.9454957371973
"RP11-146N18.1"	-9.94012868370515e-05	4.97077816489858e-05	-1.34959196476204	0.177155679306237	0.466971495355956	-10.9454957371973
"RP11-493L12.4"	0.00249160271539933	0.0180899302135191	1.34952779942443	0.177176273441578	0.466978318262939	-10.9455823300774
"CEMP1"	0.000156975763400075	7.84766089165965e-05	1.34944300799727	0.177203490342611	0.467002593439246	-10.9456967521152
"OPN1SW"	-0.000603782617121187	0.000913862855408306	-1.3492353879645	0.177270146713604	0.467130792015579	-10.9459768952189
"COMMD10"	-0.00593336460760691	0.107444335664899	-1.34914220551842	0.177300068991093	0.467142641869915	-10.9461026129046
"RP11-113K21.4"	-0.000207823295332123	0.000103926571925347	-1.34905819323747	0.177327049816135	0.467142641869915	-10.9462159511688
"DENND2A"	-0.000461572697740896	0.000667837974113771	-1.34905311830418	0.177328679745877	0.467142641869915	-10.946222797368
"KB-1592A4.15"	0.000174238511111866	8.71067430957593e-05	1.34891257815432	0.177373821830898	0.467214104121911	-10.9464123790635
"BYSL"	-0.00179619463368367	0.0108422110789446	-1.34880694805997	0.177407756293414	0.467256033255782	-10.9465548558238
"SERPINF1"	0.00233947169491955	0.015821190639913	1.34858620773019	0.177478686394854	0.467381696185496	-10.9468525604013
"SNAPC2"	-0.00461613791089704	0.0666241274398857	-1.34854630496048	0.177491510535221	0.467381696185496	-10.9469063706338
"FAM175A"	-0.00430299969795683	0.0550103271558246	-1.34837484537365	0.177546622879582	0.467479356790047	-10.9471375715808
"B3GNT5"	-0.00185523006014584	0.00984215466277006	-1.34817122764173	0.177612088385146	0.467604254620725	-10.9474120972944
"GRAMD1A"	-0.00666670018379879	0.143169478685156	-1.34811230107421	0.17763103732576	0.467606674080753	-10.9474915367559
"C4orf22"	0.0001464633813442	7.32211728065098e-05	1.34781556130547	0.177726482429862	0.467768159308095	-10.9478915216798
"RP1-197B17.3"	0.00162969411745983	0.00780993321579177	1.34779848901622	0.177731974821643	0.467768159308095	-10.9479145312781
"SNX4"	0.00466872585610211	0.0686966022904578	1.34775337359625	0.177746489685031	0.467768159308095	-10.947975335297
"MYOM3"	0.000104389537400831	5.21872722524215e-05	1.34745146233929	0.177843645502377	0.467976354109594	-10.9483821818988
"CTB-41I6.1"	0.00141341858403356	0.00615650930946191	1.34735900926656	0.177873405044365	0.468007178637072	-10.9485067506766
"RP11-334C17.6"	-0.000136115277799974	6.80674136449106e-05	-1.34725280912555	0.177907594178816	0.468049650540433	-10.9486498313294
"AKAP11"	0.00502290548551913	0.0767053957448692	1.34717474815163	0.177932727557981	0.468068291836518	-10.9487549936376
"WDR66"	0.00063876210105157	0.00128915032578704	1.34703292966128	0.1779783957792	0.468097394835311	-10.9489460333077
"AP000438.2"	-0.000250078982306264	0.000242763971556881	-1.34702450667783	0.177981108412769	0.468097394835311	-10.9489573790305
"OR52N4"	-0.000227824411692731	0.000113928566430867	-1.34697225305104	0.177997937453859	0.468097394835311	-10.9490277629048
"STXBP4"	-0.00237234285768609	0.016869004641742	-1.3465959218344	0.178119175387343	0.46827005379658	-10.9495345876998
"NPTX2"	-0.000525499898195138	0.000893343210641113	-1.34657955841955	0.17812444837861	0.46827005379658	-10.949556621945
"ZSCAN25"	0.00243592861534776	0.0176921148987589	1.34655736257702	0.178131601012911	0.46827005379658	-10.9495865094563
"MECR"	-0.00264026207158264	0.0220030982678527	-1.3465017808124	0.17814951323471	0.46827005379658	-10.949661350162
"RP11-522B15.3"	-0.000135320487287166	6.76699613128279e-05	-1.34648826208201	0.17815387009103	0.46827005379658	-10.9496795526289
"RP11-325N19.3"	-0.000195067173035303	9.75475947310209e-05	-1.34613705365903	0.178267086372929	0.468318128339607	-10.9501523777061
"CTB-50L17.10"	-0.00356272180440968	0.0418907292339343	-1.34611984038763	0.178272636655284	0.468318128339607	-10.9501755484251
"NOS1"	0.000184695314110416	9.23343936684173e-05	1.34610561583504	0.178277223346095	0.468318128339607	-10.9501946958245
"RP11-809N8.4"	0.000790474627469523	0.00189990028020753	1.34597749010391	0.17831854130075	0.468318128339607	-10.9503671542738
"RP11-6I2.3"	-0.000317619591775214	0.000358656175399288	-1.34596909020687	0.1783212503464	0.468318128339607	-10.9503784600476
"SAPCD1"	7.14616529244995e-05	3.57256946398954e-05	1.34593699038226	0.178331603123345	0.468318128339607	-10.9504216638713
"CTD-3035D6.2"	0.000394168679802975	0.000765958305505707	1.34593440768321	0.178332436110176	0.468318128339607	-10.9504251399342
"USP46-AS1"	0.000680574472567884	0.00149048828009714	1.34593196483617	0.178333223993806	0.468318128339607	-10.9504284277683
"RP11-187E13.1"	0.000395863898791119	0.000383379618734375	1.34584039447473	0.178362759757647	0.468318128339607	-10.9505516681139
"BIRC3"	0.0170338841558088	1.02114141528903	1.3458351547279	0.178364449933426	0.468318128339607	-10.9505587197959
"AMIGO2"	0.00307450168782033	0.0293225932456246	1.34581549613826	0.178370791275829	0.468318128339607	-10.9505851761969
"PIP5KL1"	-0.000616699555073385	0.00127969709099328	-1.34532657851507	0.178528557180421	0.468645903100472	-10.9512430339467
"MTMR12"	-0.00314094708283802	0.0298768026656558	-1.3453166172211	0.178531772609704	0.468645903100472	-10.9512564347688
"MIEN1"	0.00908367625644421	0.275353649467443	1.34524208761042	0.178555831563602	0.468661622467567	-10.9513566955388
"EPHB3"	-0.00065732322851472	0.00122236910699694	-1.34507726475409	0.178609046707335	0.468753858161783	-10.9515784033356
"MNX1"	0.0001559232405903	0.000112528003181532	1.34493008494552	0.178656575541863	0.468831153159791	-10.951776356017
"FAM192A"	0.00628528250930762	0.127377366500269	1.3446748754393	0.178739012752972	0.46899301108994	-10.9521195542543
"LATS2"	-0.00195487287704411	0.011351599578604	-1.34462718351431	0.178754421230926	0.46899301108994	-10.9521836817321
"LINC01356"	-7.07470319890279e-05	3.53785964983336e-05	-1.34443218764893	0.178817431473179	0.469029494513798	-10.9524458532465
"SLCO3A1"	0.00314763879201429	0.0306014515892996	1.34438553270331	0.178832509828782	0.469029494513798	-10.9525085750878
"TERF1"	0.00687943624767736	0.149173371534872	1.34437722475396	0.178835194964113	0.469029494513798	-10.9525197438729
"RP11-285E23.2"	-8.38146776550931e-05	4.19133577484812e-05	-1.34436029754404	0.178840665943588	0.469029494513798	-10.9525424997486
"TMEM234"	0.00325217338225071	0.0325990180162791	1.34421277339078	0.178888351937761	0.469107119060246	-10.9527408097799
"AC008088.4"	-0.000175347633868036	8.76864090428696e-05	-1.34373032270592	0.179044366274837	0.469468773565656	-10.9533891944397
"PRICKLE2"	-0.000301065434893231	0.000312770801135504	-1.34366092264415	0.179066817108295	0.469480176071939	-10.9534824447988
"DCAF4L1"	0.000593201257016541	0.000933663408690591	1.34359517320429	0.179088088901407	0.469488485359142	-10.9535707854993
"RHBDL3"	-8.40891722260786e-05	4.2050624746038e-05	-1.34348648681639	0.179123256125621	0.469532141965771	-10.9537168066527
"RP11-42O15.3"	-0.000292925199785353	0.00035384457334675	-1.34343180807628	0.179140950250677	0.469532141965771	-10.9537902635702
"RANGRF"	0.00670869206043333	0.14302590689503	1.34290242789609	0.179312325712782	0.469902444817198	-10.9545012928456
"RP11-863P13.3"	-0.000112026295040227	5.60211923808804e-05	-1.34288345788031	0.179318469109536	0.469902444817198	-10.9545267669443
"RP11-326C3.15"	-0.00060377207201773	0.00103924717894218	-1.34268322108176	0.179383324889016	0.470024907152619	-10.9547956352504
"SLCO1C1"	-0.00015738667246717	7.8704638525294e-05	-1.34208440080798	0.17957738409085	0.470464691011477	-10.9555994629775
"CTD-2008P7.9"	-8.38182964546533e-05	4.19151674081177e-05	-1.34205031243701	0.17958843577466	0.470464691011477	-10.9556452107884
"CTD-2134P3.1"	-0.000174040930603454	8.70329635732531e-05	-1.34199741260453	0.179605587264493	0.470464691011477	-10.9557162019625
"PTTG1"	0.0104167602223337	0.342644009275705	1.34181617563779	0.179664358194855	0.470571109854936	-10.9559593993619
"RP11-135A24.4"	-0.000644268983929025	0.00111619485423223	-1.34168730666084	0.179706156100018	0.470633056493381	-10.9561323054726
"RP11-779O18.1"	9.60980875592384e-05	4.80421427593202e-05	1.34145805249267	0.179780531225081	0.470780298598795	-10.956439859389
"LIAS"	0.00333119600526265	0.0341682891425143	1.34136982448195	0.179809160439822	0.470807731045611	-10.9565582068979
"UNC79"	-0.000264517860496859	0.000226811292578648	-1.34104060957574	0.179916017697268	0.471039967593242	-10.9569997412954
"HCN3"	-0.000803469500915342	0.00187140194071152	-1.34090558594542	0.17995985759187	0.471107187508341	-10.9571808001078
"SLC26A7"	0.000133764601209431	6.68726946671793e-05	1.34070225705559	0.180025890028996	0.471232484648972	-10.9574534179003
"RP11-13P5.2"	-0.000211181465838818	0.000105605898336452	-1.34054098317805	0.180078277617788	0.471304399589597	-10.9576696200921
"MR1"	0.0041690457711338	0.053896452885609	1.34050579694238	0.180089708885017	0.471304399589597	-10.9577167869574
"NEURL1B"	-0.000545126957725756	0.00112101045937227	-1.34031529033916	0.180151609832576	0.471418827667023	-10.9579721380481
"PGAM1"	0.0128444040821074	0.617388282927242	1.34020046216007	0.180188928369328	0.471468912152796	-10.9581260338225
"MFSD1"	-0.00559204787471889	0.098983492759096	-1.33973829552262	0.180339188106994	0.471814470246635	-10.9587453085087
"CTRC"	0.000316651372164124	0.000386990660320108	1.33967636822215	0.180359328997005	0.471819568038867	-10.9588282710317
"DDX52"	0.00485269586547889	0.0724708416362966	1.33906263696583	0.180559025879601	0.472294335470243	-10.9596502648077
"CYP24A1"	-0.000309587473996984	0.000288151014848085	-1.33868293626036	0.180682655721607	0.472461048937787	-10.9601586239221
"FBXO36"	-0.00121193007465316	0.00464066882951783	-1.338677252096	0.180684506952415	0.472461048937787	-10.9601662330255
"ECHDC2"	-0.00630523295688081	0.12638374396929	-1.33865369402552	0.180692179545363	0.472461048937787	-10.9601977686682
"PCDHA10"	-0.000168312530757976	0.000138482978594084	-1.33863622385683	0.180697869534879	0.472461048937787	-10.9602211544819
"GFM1"	-0.00441287770557162	0.0613494230952806	-1.3385431441	0.180728187618147	0.472461048937787	-10.9603457471862
"RP11-348F1.3"	-0.00121408237554478	0.00422765312356488	-1.33853124560705	0.180732063486092	0.472461048937787	-10.9603616733931
"AF121898.3"	-0.000177734089681536	8.88798083263614e-05	-1.3383049968047	0.180805774522727	0.472482049646529	-10.9606644818554
"SLC10A4"	-0.000155845081788264	7.7933732480766e-05	-1.33830434389919	0.180805987269265	0.472482049646529	-10.9606653556224
"IL18BP"	0.00313610719618688	0.0297115827193613	1.33829935824091	0.180807611831367	0.472482049646529	-10.9606720277819
"ADGRF5"	0.000722079607713909	0.00168022546794126	1.33828291871	0.180812968681002	0.472482049646529	-10.9606940281511
"CTD-2129N1.1"	-0.000204824018640306	0.000102426718194628	-1.33821431791032	0.180835323642475	0.472492859023533	-10.9607858309435
"MBNL3"	0.00254183345093759	0.0193056987926095	1.33815717469987	0.180853946482945	0.472493915788776	-10.9608622974027
"GGCT"	0.00594475648407451	0.115987733292217	1.33807826852337	0.180879664164709	0.472513506256217	-10.960967880703
"RP11-175K6.1"	0.000414316144945355	0.000509633022892869	1.33772885356525	0.180993580697113	0.472707995057992	-10.9614353533777
"STX17"	0.00646775259860009	0.130158813325643	1.33772205984955	0.180995796117296	0.472707995057992	-10.9614444412955
"TAB3"	-0.00313186833817798	0.0299701528079548	-1.33768219918809	0.181008795022977	0.472707995057992	-10.961497761754
"MRGPRF"	-0.000425264040753986	0.000557818692193828	-1.33757889353189	0.181042487114887	0.47274837931178	-10.9616359433527
"RPEL1"	-0.000561457736549388	0.000948977273080705	-1.33740930422108	0.181097807043577	0.472801504509948	-10.9618627628019
"EPS15"	-0.00811861664566378	0.210257722856539	-1.33740475153459	0.181099292300051	0.472801504509948	-10.9618688514572
"ADAMTS7"	0.000332220808711322	0.00034162943082101	1.33726088403141	0.181146231914457	0.472835759260517	-10.9620612457365
"RP11-518L10.5"	0.000488303695580706	0.000849091091318034	1.33725278028346	0.181148876190958	0.472835759260517	-10.9620720822825
"KCNJ5"	-0.000429441019218736	0.000571607480731436	-1.33709275570691	0.181201098545222	0.472924473258561	-10.9622860578373
"RP11-396F22.1"	-0.000166870609192867	8.34472879510018e-05	-1.33692316860876	0.181256453725307	0.473021345076054	-10.9625127918955
"METTL4"	0.00516204406299373	0.0815737889056861	1.33680562297682	0.181294829336924	0.473073890618082	-10.9626699308351
"BCL2L10"	0.000349416157914749	0.000290262387744728	1.33652048157432	0.181387945695609	0.473269252677628	-10.9630510600117
"CTAG2"	-0.000722413072445846	0.00157391525617824	-1.33644046920265	0.181414081075849	0.47327785160241	-10.9631579925153
"RIOK1"	0.00540037836725669	0.0917053562568683	1.33639866066333	0.181427738601549	0.47327785160241	-10.9632138649777
"NCOA6"	0.00329445641599363	0.0333307828839067	1.33631180514362	0.181456113988429	0.473304265944877	-10.9633299321259
"ISG15"	-0.0161018779607949	0.803922345514167	-1.33598848226934	0.181561771363455	0.47350656806283	-10.9637619300781
"MAP2K4"	-0.00327246204413058	0.0330723677737729	-1.33596273322031	0.181570187753416	0.47350656806283	-10.9637963293837
"POLE2"	-0.00139955678444521	0.00757915635336625	-1.33570654166056	0.181653942853153	0.473655582647007	-10.9641385510642
"FLNC"	0.000142108089493278	7.10438396444438e-05	1.33567622787649	0.181663855044912	0.473655582647007	-10.9641790399929
"SMC2-AS1"	0.000174951741975883	0.000123935522201983	1.33537767674343	0.181761498613679	0.473862531820042	-10.9645777539037
"TRPV3"	-0.000756887757881403	0.00167038032246534	-1.33523209755314	0.181809125589472	0.473939056403956	-10.9647721420406
"AP4B1"	0.00454515880212958	0.0632277857831899	1.33508498640855	0.181857263157119	0.473965977068504	-10.9649685542296
"SUMO4"	-0.00233823874606527	0.018094358003667	-1.33507049265058	0.181862006302354	0.473965977068504	-10.9649879040773
"IGHD"	-0.000793423737342822	0.0022213045069619	-1.33503299453725	0.18187427814867	0.473965977068504	-10.9650379648491
"IGHM"	0.003028866396425	0.0273802914857095	1.33487970352189	0.18192445142931	0.473996576148101	-10.9652425969637
"RP11-650K20.3"	-0.000138860605260738	6.94402745234251e-05	-1.3348430078261	0.181936463724472	0.473996576148101	-10.965291579508
"PRICKLE4"	-0.00119390856271926	0.00432793441738426	-1.33482961232245	0.181940848874276	0.473996576148101	-10.9653094599024
"ADCY10"	-8.61153889673697e-05	4.30638786238907e-05	-1.33476748990032	0.181961186284844	0.473998102257462	-10.9653923789203
"ZNF223"	-0.00117652454170787	0.00429201592717342	-1.334716173178	0.18197798743696	0.473998102257462	-10.9654608719209
"INSM1"	-6.14378404026722e-05	3.07233321911339e-05	-1.33423605889257	0.182135233142937	0.474242210695621	-10.9661015582823
"CTD-2377D24.4"	-0.000672405795997793	0.00143233718500907	-1.33418998329323	0.182150328994474	0.474242210695621	-10.9661630315396
"LIG3"	-0.00273731852975815	0.0233865531753327	-1.3341892682994	0.182150563256811	0.474242210695621	-10.9661639854581
"SPEF1"	-0.000367420274326028	0.000393140841471897	-1.33415585629215	0.182161510698296	0.474242210695621	-10.9662085618157
"RP11-102N12.3"	-0.000246656502943923	0.000213763252674141	-1.33415089937395	0.182163134873714	0.474242210695621	-10.9662151749586
"CFAP221"	-0.000113419929682351	5.67181097819637e-05	-1.33369331971328	0.182313110913559	0.474551809978416	-10.966825536614
"VPS45"	0.00383490938988135	0.045670996881971	1.33367641969239	0.182318651807401	0.474551809978416	-10.9668480754018
"TPRG1-AS1"	-0.000287965564975871	0.00025892517371693	-1.33346697727767	0.182387330618905	0.474667993474073	-10.9671273754943
"CTA-204B4.2"	0.00118165687096339	0.00434645416568561	1.33342867369152	0.182399892923177	0.474667993474073	-10.9671784501602
"ZNF418"	-0.000771278595859877	0.00176638326415152	-1.33335013858384	0.182425651836936	0.474687396447369	-10.9672831656523
"OPA3"	0.00358428941410279	0.0406029407254705	1.33304559353777	0.182525565791697	0.47489973402966	-10.9676891751932
"RAB5C"	0.00665309279527975	0.147740654732623	1.33288071550712	0.18257967526215	0.474992865675982	-10.9679089465183
"C2orf47"	-0.00379839245377353	0.0460633155783988	-1.3326647629869	0.182650564285009	0.475129627355236	-10.9681967555892
"FAM89A"	-0.0012562115585887	0.00529817346490117	-1.33251841034871	0.182698617905368	0.475198590904283	-10.9683917794455
"RILPL1"	-0.0010629405396698	0.00387509374552378	-1.33247241875272	0.18271372078263	0.475198590904283	-10.9684530616411
"NELFA"	-0.00479703965324582	0.0735510848422577	-1.33232002587892	0.182763770689104	0.475281098247459	-10.9686561047083
"IGHV3-19"	0.000266591314966	0.000133276512959729	1.332264076267	0.182782148592518	0.475281233582009	-10.9687306442305
"MCC"	-0.00214018201182623	0.0140147846016727	-1.33220777247419	0.182800644217516	0.475281674965541	-10.9688056524629
"LINC01410"	-0.000849115950207981	0.00208602318889622	-1.33198875956151	0.182872602489	0.475421105207721	-10.9690973925475
"HOXA1"	-0.000991850866709543	0.00295809776500155	-1.33159117059323	0.183003286863477	0.475681740173914	-10.9696268855153
"CLCN5"	-0.000991718804963458	0.00312164335916174	-1.331572153503	0.183009539365927	0.475681740173914	-10.969652207755
"UBAC1"	-0.00331484139653336	0.0367808721373118	-1.33147244131427	0.183042325663933	0.475719282101825	-10.969784973742
"AC004878.8"	-0.00011848970016157	5.92533590932621e-05	-1.33108046478178	0.183171253398102	0.476006659005989	-10.9703067910369
"SPRY3"	0.000424747119747432	0.000595085554821717	1.33098750068399	0.183201840738241	0.476038447003936	-10.9704305266064
"C2orf66"	-0.000282009560028303	0.000274992638637578	-1.33081449479075	0.183258773757912	0.476138679364	-10.9706607751065
"FNDC7"	-0.000324689038539194	0.000407732659139277	-1.33062002702647	0.183322785129649	0.476236578771397	-10.9709195508597
"RP11-2B6.3"	-0.000661443446921743	0.00132288322717156	-1.33054532247636	0.183347379422598	0.476236578771397	-10.9710189491909
"MIER1"	0.00915742274853989	0.290849957725583	1.33047839101313	0.183369416729902	0.476236578771397	-10.9711080002802
"MIS18A"	-0.00292269306032689	0.0282741004819277	-1.33047690934919	0.18336990459268	0.476236578771397	-10.9711099715577
"SIAH3"	-0.000934491113606342	0.00252954195285694	-1.33029068796315	0.183431228773369	0.476310571235105	-10.9713577118699
"CCND2"	0.0108411948767288	0.396096887461169	1.33027885578164	0.183435125717996	0.476310571235105	-10.9713734516897
"SCGB2B2"	0.00104521019126091	0.0028101901512539	1.32995657093891	0.183541294247258	0.476463082933002	-10.9718021187799
"RP11-503D12.1"	-0.000232769301455027	0.000116401366415772	-1.32993889065104	0.183547119884461	0.476463082933002	-10.9718256321076
"SLC50A1"	0.00536226758736393	0.0925670123307481	1.32987750138507	0.183567348649858	0.476463082933002	-10.9719072723546
"AP000487.5"	0.00103683721183389	0.00291704003794512	1.32985517733411	0.183574705198597	0.476463082933002	-10.9719369596867
"ARHGAP26"	0.00427495539002735	0.0566952402236771	1.32982176032688	0.183585717669153	0.476463082933002	-10.9719813979056
"RP11-157F20.3"	-0.000144036101744288	7.20283944292879e-05	-1.32968087984085	0.183632149774743	0.476499800983566	-10.9721687296922
"SETX"	0.0071769878671938	0.16875399287291	1.32953886802466	0.183678963553496	0.476499800983566	-10.9723575457488
"HELZ2"	0.00571074176867565	0.102199512360144	1.32951758472121	0.183685980293713	0.476499800983566	-10.9723858418616
"NUDT12"	-0.000909106867142526	0.00264071463846084	-1.32951530637244	0.183686731437999	0.476499800983566	-10.9723888708963
"RP11-137H2.4"	0.00115707157300511	0.00425539649534635	1.32946309648598	0.183703945035424	0.476499800983566	-10.9724582818122
"RP11-508N22.12"	0.000162938976802728	8.14577873860842e-05	1.32944442120344	0.18371010256544	0.476499800983566	-10.9724831091777
"SLC25A38"	-0.00697837727610953	0.159273087723504	-1.32938003239713	0.18373133372475	0.47650721401514	-10.9725687065145
"KLHL7-AS1"	0.000370488334933226	0.000418795770345937	1.32914012611033	0.183810454913064	0.476664748342198	-10.9728875971804
"SLC9A8"	-0.00359623267445718	0.0407391844123764	-1.32896733744085	0.183867456315761	0.476728597486722	-10.9731172374388
"FAM171B"	-0.000940350170410557	0.00254783497392887	-1.32895405193562	0.183871839624433	0.476728597486722	-10.9731348929588
"DPP8"	-0.005409637209008	0.0907921434471191	-1.32886956965512	0.183899714813488	0.476742950110556	-10.9732471599336
"RP11-342D11.3"	0.00179720448490278	0.010199591167682	1.32880790851548	0.183920062072361	0.476742950110556	-10.9733290957987
"TRBV12-3"	-0.00505627015502894	0.0409003384830654	-1.32877015186495	0.183932522028387	0.476742950110556	-10.9733792652947
"RBPMS2"	-0.000515440572777769	0.000912520448993288	-1.3279164622291	0.184214412398709	0.477425880439743	-10.9745132327454
"PLS1"	-0.00098880349711761	0.0028280909644525	-1.32741840255662	0.184379020574587	0.477689622814558	-10.9751744755403
"LOXL1-AS1"	0.0026479603769153	0.0206491515167415	1.32738036076393	0.184391597819949	0.477689622814558	-10.9752249710611
"SLC33A1"	0.00407491254563407	0.0512346444758518	1.32733656210313	0.184406079167592	0.477689622814558	-10.9752831062816
"TXNRD3"	0.000756226071229079	0.001591712020127	1.32733238969033	0.184407458755068	0.477689622814558	-10.9752886443488
"P3H1"	-0.00355501627209793	0.0393732194441117	-1.32732993371011	0.184408270816247	0.477689622814558	-10.9752919041719
"CACNA2D4"	-0.00290037879019995	0.0257624975173957	-1.3267486866041	0.184600532574318	0.478139899362323	-10.9760632246888
"C11orf95"	0.000751902891765134	0.00180354727117429	1.32653044585294	0.184672759360774	0.478278401516938	-10.9763527450395
"IGHV3OR16-8"	-8.40065489702175e-05	4.20093071847569e-05	-1.32647567693007	0.184690888420749	0.478278401516938	-10.9764253945654
"LINC00675"	0.000463352267776344	0.000598590015544884	1.32633617061431	0.18473707235356	0.478350236770124	-10.9766104324377
"CLN5"	-0.00442274162883033	0.061932771780991	-1.32620453205597	0.184780659481315	0.478415334296485	-10.9767850168664
"RP5-1184F4.7"	-0.000644943355500281	0.00124667859503549	-1.32614099663955	0.184801699553263	0.4784220481048	-10.9768692739261
"NAGLU"	-0.00151225182138248	0.0077214727023206	-1.32580833977525	0.184911889484778	0.478659532267465	-10.9773103586756
"KIF5A"	-0.000400898591068335	0.000533631245266655	-1.32531749268542	0.185074567444489	0.47896987626261	-10.9779609929026
"PPP1R35"	-0.00410684195816597	0.0574062521285939	-1.32529804469085	0.185081015135028	0.47896987626261	-10.9779867669099
"BOLA2B"	-0.00294778787947732	0.0266353400409224	-1.32527944017236	0.185087183339267	0.47896987626261	-10.9780114227228
"GTF2A1"	-0.00434759645167795	0.0608811860021639	-1.32512478006229	0.185138465756306	0.478980786639356	-10.978216374076
"SMC4"	0.00836151152479008	0.221225435721566	1.32511656978475	0.185141188425486	0.478980786639356	-10.9782272534419
"MINK1"	0.00414575023718632	0.0536449041942468	1.32509963333272	0.185146804937711	0.478980786639356	-10.9782496955715
"CH507-528H12.1"	-0.000184145326510903	9.20858871464588e-05	-1.32487858163227	0.185220122262184	0.479122668149786	-10.9785425801617
"CTB-152G17.6"	0.00226986110825065	0.0146574469412093	1.3248199034688	0.185239587949252	0.479125233216699	-10.9786203181621
"FAM218A"	-0.0007101085510938	0.00165598949448254	-1.3245995159669	0.185312712037674	0.479266565685614	-10.9789122611487
"PAXBP1-AS1"	0.000926311457739323	0.00262585740139961	1.32454383866779	0.185331189021054	0.479266565685614	-10.9789860080875
"APPL1"	-0.00621187287722744	0.127015559545507	-1.32437274110652	0.185387977724143	0.479308168406225	-10.9792126146523
"ZNF846"	-0.00280749038697834	0.0242385395156175	-1.32437201651237	0.185388218250329	0.479308168406225	-10.9792135742642
"ZNF222"	0.00190412554244552	0.0112891796856081	1.32430564821112	0.185410249926549	0.479308168406225	-10.9793014664393
"MRPL23"	0.00369635186698847	0.0463257056578016	1.32427266066775	0.185421201219189	0.479308168406225	-10.9793451505156
"CTD-2036P10.3"	0.000322540099469408	0.000371936841247456	1.3239372975745	0.185532563109351	0.479548238413495	-10.9797891966262
"RP11-448A19.1"	0.00160642989386737	0.00799168881588178	1.3238363104167	0.185566106960631	0.479587143400494	-10.9799228892357
"RP11-676J12.9"	-0.000216028693293539	0.000209958443665918	-1.32349997856088	0.185677855147698	0.479828136035826	-10.9803680711636
"WDTC1"	-0.00318961112639648	0.0328000373467395	-1.32340889641346	0.185708126274116	0.479858548861135	-10.9804886115722
"SBF1"	0.00446969646720541	0.0627527864420572	1.32328077584404	0.185750713286328	0.479920775959446	-10.9806581555239
"NUP210L"	0.000409824386026734	0.000507455708276315	1.32203851051321	0.186164014216265	0.480940702131571	-10.9823012135606
"TBC1D24"	-0.00144928493076256	0.00656846611920031	-1.32191085505885	0.186206523591251	0.481002608499911	-10.9824699671363
"ESF1"	0.00647920563130019	0.133130572484844	1.32183924688297	0.186230372315517	0.481016303754897	-10.9825646221165
"SEPW1"	-0.0128496932207654	0.674267700634161	-1.32176964720615	0.186253554283149	0.481028274281366	-10.9826566172613
"RP11-434E6.4"	-0.000208930944637865	0.000104480476121021	-1.32111519522734	0.186471640717471	0.481497769224919	-10.9835214189024
"RP5-884G6.2"	0.000665670440021903	0.00150216037768288	1.32111269793702	0.18647247326374	0.481497769224919	-10.9835247180355
"ZNF142"	0.0023837643970989	0.0176704463629541	1.32101974391377	0.186503464215706	0.481529850117903	-10.9836475137661
"RP5-1171I10.5"	0.00736594616429562	0.170955485882931	1.32078129932344	0.186582979251491	0.481679871631258	-10.9839624684579
"CELF5"	-0.000397184233919247	0.000558555983897889	-1.32073412124491	0.186598714874851	0.481679871631258	-10.9840247779037
"HIST2H4A"	-0.000543960395520562	0.000947868157748013	-1.32053005105439	0.186666791078103	0.481795989201805	-10.9842942736532
"CSNK1A1"	0.010501818949198	0.405247942404604	1.32048790799201	0.186680851956389	0.481795989201805	-10.9843499227269
"NBEAL2"	0.00375649190455816	0.0462235773509274	1.32010437276479	0.18680885304643	0.482051091411267	-10.9848562917473
"IGKV6-21"	0.000746763280790229	0.00130594786767812	1.32008035810423	0.186816869858286	0.482051091411267	-10.9848879926262
"RP11-432I5.2"	-0.000204448250321548	0.000102238807050494	-1.31979648032265	0.186911656010679	0.482247691865993	-10.9852626856428
"PEX6"	0.00240131102360623	0.0186769535558103	1.31955272036526	0.186993075255627	0.482382115949932	-10.9855843624578
"YIF1A"	0.00745457620764439	0.186966396959724	1.31952913048602	0.187000955996168	0.482382115949932	-10.9856154895911
"CNGB1"	0.000204192119782239	0.000115554665729281	1.31939911377478	0.18704439546436	0.48240930158805	-10.9857870382364
"LMF2"	0.00706873619523517	0.169024978699645	1.31938624255551	0.187048696231711	0.48240930158805	-10.9858040200641
"TINCR"	-0.0007783083359914	0.00186042271699958	-1.3192598679215	0.187090926716262	0.482437475258236	-10.985970745401
"MRPS9"	0.00477003488111208	0.0734542749756802	1.31924222248432	0.187096823834484	0.482437475258236	-10.9859940236544
"SS18"	-0.00648037674611327	0.137048251082707	-1.31902892532683	0.187168118762373	0.482461769700788	-10.9862753854054
