Mixture	Basal cells	Epithelial	Endothelial	Fibroblasts	Pericytes	Monocyte	Macrophage	T cells	B cells	pDC	P-value	Correlation	RMSE
BA00070	0.0156601757226578	0.378704786971588	0.032548647419498	0.0615487173084141	0.0242797959247186	0.0294365102576299	0.00184149612383895	0.29879796663528	0.0981840411679544	0.0589978624684198	0	0.536746334945265	0.926377277594916
BA00071	0	0.454444847036433	0.011285092828408	0.190876598588261	0.0390424759873246	0	0.0724217205578233	0.109693768682418	0.0686079913500562	0.0536275049692761	0	0.37653699620768	1.07953104217205
BA00073	0.131959003088261	0.295467675957448	0.0236477427708423	0.196503820673975	0.0720520493525078	0.00666047153596425	0.103094377735828	0.0686869203590957	0.0533749666224894	0.0485529719035877	0	0.510559574705761	0.959426834265575
BA00074	0	0.666273128738555	0.00302137119080858	0.103322223879186	0.0388744527083276	0	0.0415868114702732	0.0416061722688351	0.055621391679464	0.0496944480645502	0	0.419166439277	1.05410466136894
BA00075	0	0.651468071482131	0.00400714705180114	0.0965272926020993	0.0502125592613878	0	0.0622149867053657	0.0355216181722799	0.0557421153964082	0.0443062093285269	0	0.381070532997693	1.08729226739249
BA00076	0	0.487374010797412	0.0317695275086811	0.0643840053240674	0.00255196273182863	0.0400435616702199	0.073716339316216	0.0594968863023291	0.199364424562856	0.0412992817863896	0	0.365256741920983	1.07876828573596
BA00079	0.00280430208085402	0.46247181256805	0.0224429234640935	0.165951266860088	0.0355504271778207	0.00955650406255585	0.126764593499782	0.132820289137466	0	0.0416378811492895	0	0.357296256379677	1.10391317702705
BA00080	0.0364589935530347	0.321665748883959	0.0269063181272537	0.125665058444489	0.0146295394851032	0.038228399233791	0.111419193126868	0.206522316362322	0.051640703307007	0.066863729476173	0	0.488813605740858	0.976843929134348
BA00081	0	0.416591506071514	0.0122839883095419	0.263425954329074	0.0523927275173011	0	0.0807979697705379	0.110461834581956	0.00710473280277381	0.0569412866173009	0	0.485271140228016	0.986897289872572
BA00083	0	0.629997195546965	0.0296083817137141	0.0950778823222983	0.0585927475975208	0	0	0.0972838980936607	0.041311767227356	0.0481281274984852	0	0.397118565350382	1.07272857213468
BA00084	0	0.435135518742603	0.0383776272539186	0.0697027757838553	0.0311080973726267	0.0242954141491849	0.116098543188299	0.149932633269076	0.0769770970513193	0.0583722931891173	0	0.513048759199714	0.954055071796464
BA00085	0	0.405585257175992	0	0.0578565956311644	0.0403094766060108	0	0.0494707272753903	0.131080210885462	0.264552751692635	0.0511449807333459	0	0.370607443795154	1.06375383323384
BA00090	0	0.411616442955292	0.00625142822959504	0.335461207585409	0.0336075334956236	0.0114113891928591	0.101463528306398	0.0549108708630679	0	0.0452775993717556	0	0.386702868579751	1.07977351411702
BA00093	0	0.359902988832609	0.0121901249154397	0.336279606441857	0.086512034502811	0	0.0726267893622047	0.0739279410386054	0.00260428612427025	0.0559562287822031	0	0.532348839923582	0.94182691764828
BA00094	0.0454712417109732	0.419529374914168	0.0218477610674127	0.185343651243631	0.0265476013419243	0	0.081375043597441	0.1279799580965	0.0281704337925864	0.0637349342353624	0	0.430469329908191	1.03642592355565
BA00095	0.0451832019824385	0.492533327268226	0.0151700538799498	0.112982970336399	0.032634793691369	0.0334927767369724	0.0481331873532517	0.144059125935366	0.0298200944925714	0.0459904683234563	0	0.482753429480604	0.989587054635458
BA00096	0	0.588500937790727	0.0179835680555442	0.0289380309025142	0.0494913450225884	0.0211776545617625	0.00574857025842375	0.16881617471861	0.0590779839873465	0.0602657347024834	0	0.476799647228204	0.99544116404952
BA00097	0	0.311575415167018	0.0331391432224965	0.138375585086093	0.00464263137404385	0.00989247033273836	0.105862711342783	0.175086932462285	0.143879802418373	0.0775453085941694	0	0.448344434704132	1.00513093559197
BA00098	0	0.378747766579199	0	0.115418768248415	0.0193391615230812	0.0399901218895234	0.0721753579530477	0.130988080698084	0.15266297151676	0.0906777715918897	0	0.521107652813604	0.938659629787707
BA00099	0	0.308876295795784	0.058506089216017	0.36363503433975	0.0473603912829853	0	0	0.0993821754144352	0.037170696939363	0.0850693170116655	0	0.422130409525312	1.04224394500909
BA00100	0.0596722808710245	0.0360907725970843	0.0660140564551609	0.506189816694339	0.111837833707164	0	0.0753637681490745	0.063596278062241	0.0504961838247539	0.0307390096391578	0	0.581111813579936	0.889421971244617
BA00102	0	0.35482970280081	0.0507549979131383	0.277398410748301	0.0967540812633757	0.0241191490991346	0	0.127751223445789	0.00709129293933252	0.0613011417901186	0	0.333231422911536	1.12181728457025
BA00103	0	0.611852647659302	0.0505361944674318	0.0951013214287234	0.0488347712319492	0.0520440678213952	0.0428326927096467	0.0430242330074451	0.0142121258386219	0.0415619458354847	0	0.425765177799809	1.05070330602931
BA00104	0.12419784747439	0.390991228742746	0.0307123923231803	0.18689276152247	0.0891608351484163	0.0331809407692701	0	0.076440740098371	0.0267451339636866	0.0416781199574706	0	0.438844676309204	1.03241580337275
BA00106	0.00208110319506234	0.321627256543286	0.0344443551574341	0.292994323111869	0.0613364213793683	0	0.0966520941499127	0.0939981813719414	0.0490406234099266	0.0478256416811996	0	0.456306102568321	1.00813178763181
BA00107	0	0.516862483838907	0	0.209014568701123	0.0450667754922819	0	0.118999110239207	0.06830536990304	0	0.0417516918254417	0	0.510506123900339	0.966786952262489
BA00108	0	0.455209158441554	0.0389319386230005	0.287153913806075	0.0192338129929778	0.00440579995153761	0.0665223747840668	0.0603452344567746	0	0.0681977669440141	0	0.412272051125217	1.0584551370404
BA00109	0.0124517253114177	0.172696062847036	0.023917819424926	0.131048465641619	0.0147141025328177	0	0.233646419096575	0.233084994726962	0.111398635251013	0.0670417751676348	0	0.432483839641328	1.02121088925179
BA00110	0	0.439413348565865	0.0202852992254658	0.27167063449261	0.0377314442199706	0.0184996485448231	0.0154355737894172	0.0751576543478214	0.0727757833302179	0.0490306134838088	0	0.518250824638933	0.949940038666495
BA00111	0	0.296625621206128	0.0130717782464351	0.1525331772269	0.026613485235747	0.0467757555005399	0.185573112425799	0.201895681396857	0	0.0769113887615933	0	0.476868160484398	0.993142454634985
BA00112	0	0.291849437626103	0.0163619388991005	0.20897404554749	0.0524374569137462	0.00887259749967848	0.0843891091347315	0.17575738047888	0.118900298669524	0.042457735230747	0	0.593481196450611	0.864295058478166
BA00113	0	0.168640200591088	0.0255675259846349	0.249662571844979	0.0524788920872917	0	0.190863117054957	0.263624019747221	0	0.0491636726898277	0	0.524610447418541	0.942845764656557
BA00114	0	0.51142478565284	0.000883251451749633	0.161421380852507	0.0553369828195169	0.00371085219651367	0.0792663331899612	0.0884147877362633	0.0599436629848286	0.0395979631158202	0	0.433099194005671	1.03262141862831
BA00115	0	0.367902342961781	0.0284093675576553	0.2752766157168	0.0531867231594783	0.00943551309739139	0.094459543949691	0.123163065395633	0.00854389278391956	0.0396229353776499	0	0.398160974492989	1.06495721824295
BA00116	0	0.38923451984984	0.0061133043461372	0.387907561783616	0.0638202394237298	0.0412489883772643	0.0208488018036641	0.0526461219930712	0.0010835981956025	0.0370968642270755	0	0.383526014908387	1.08306416978001
BA00120	0	0.334720331339234	0.00980051338371303	0.323109310613976	0.0408586656637267	0	0.157953730707693	0.0874409623935	0	0.0461164858981564	0	0.409779174882795	1.05643441718256
BA00123	0	0.58643065597589	0.00982368878702296	0.141505591174885	0.0747561431567287	0	0.087132756307851	0.0487625441108214	0	0.0515886204868003	0	0.413946747522266	1.06114795323399
BA00126	0	0.427143272281796	0.0253800663631836	0.145999566168128	0.0921972325925676	0	0.152012284266069	0.106012579458616	0	0.0512549988696391	0	0.392547061096987	1.0731311619227
BA00144	0	0.490702263344828	0.0163638087461474	0.0875263667166101	0.0567222362124473	0	0.0537155184965207	0.1483140549341	0.0847031656067412	0.061952585942605	0	0.446133594869591	1.0172715006539
BA00153	0	0.499476022117669	0.0198836960250532	0.175414122881203	0.0415692734079473	0	0.0581395183334867	0.0670532838765139	0.0942364441695684	0.0442276391885584	0	0.479542737155903	0.986481053556564
BA00158	0	0.417069137319412	0.0228622747616899	0.218365171137824	0.0505170139839604	0.0032374621980891	0.123529086976226	0.0942290177560708	0.00575042869131993	0.0644404071754073	0	0.452326589735729	1.01862234448534
BA00407	0	0.388736438851911	0.0178027782774296	0.315373879144122	0.0358392621738205	0.00603936922038768	0.0684906000108743	0.107050963888813	0	0.0606667084326413	0	0.564631406823831	0.908559439469644
BA00421	0	0.396709154433466	0.0220790773389465	0.363666061671364	0.0307857111542357	0	0.0276488090823539	0.0796318750030202	0.0453149969922749	0.0341643143243384	0	0.411795551616621	1.05165526478167
BA00568	0	0.383745969598446	0.019859185327929	0.212022435587975	0.0543267947603922	0	0.180376790422208	0.113850152424339	0	0.0358186718787109	0	0.45940295883396	1.01106343692139
BA00585	0	0.378921868357634	0.00297626270777213	0.144069141967526	0.0221230582293555	0	0.117477325834231	0.262491463553373	0.0267282670792833	0.0452126122708249	0	0.458997204673989	1.00566995709271
BA00593	0.0240790023809205	0.513251205705531	0.0214492570729141	0.152233193294507	0.0578968284123382	0	0.0181988067442851	0.118444652012435	0.0427524207756597	0.0516946336014103	0	0.380627481827147	1.0818423144597
BA00595	0	0.357601448930096	0.0582242484789641	0.0978362991794645	0.0385960079393739	0	0.184466564222112	0.2073989702713	0	0.0558764609786891	0	0.431942761359071	1.03518463248127
BA00596	0	0.248997360117846	0.0242044416417004	0.238167664370921	0	0	0.116767821465752	0.277322694738063	0.0493115540024411	0.0452284636632766	0	0.432407969046948	1.0247888752574
BA00597	0	0.313556518610458	0.0501688024615532	0.182100814993349	0.0714040185018394	0	0.125410407075504	0.177834668034873	0.0172153734824914	0.0623093968399319	0	0.390397052733862	1.06871270262116
BA00598	0	0.532967728119267	0.0294891673170597	0.250283075602226	0.0314298273495343	0	0.058945101413964	0.064103944867695	0	0.0327811553302546	0	0.383253694877437	1.08593394320165
BA00599	0	0.601328224315928	0.0320973846953024	0.076373018966264	0.0382984964865553	0	0.12768734428579	0.0850350570016108	0	0.0391804742485492	0	0.277368391197685	1.17815387207704
BA00600	0	0.350997633064412	0.0138354616423667	0.301065231961226	0.0457048212456131	0	0.0325642314538624	0.144792838421926	0.0614621765815329	0.0495776056290614	0	0.449846880165712	1.01208634614078
BA00601	0	0.341727607559941	0.0386388576688572	0.289596004282008	0	0	0.0899129079970823	0.12665697732836	0.0623144196697778	0.0511532254939735	0	0.447459853086846	1.01436944319128
BA00603	0	0.390186095529859	0.0377865878648693	0.167016072441144	0.004623265997257	0	0.16519265999454	0.17502757805201	0	0.0601677401203212	0	0.396261259056912	1.06784136995771
BA00604	0.012499585523556	0.260218762643806	0.0358452496276698	0.180915323912403	0	0	0.196666605706319	0.254047312659989	0	0.0598071599262572	0	0.389626884864479	1.0701033032396
BA00605	0	0.471374281153933	0.0190259717326117	0.176387673394779	0.041159837637907	0	0.105572656544991	0.13865111505786	0	0.0478284644779187	0	0.365092094873527	1.09719128842955
BA00608	0	0.663468498129794	0.0108228523841412	0.1237185264104	0.0583557041490623	0	0.0264300071590107	0.0666504670451472	0.0123570877962897	0.0381968569261546	0	0.420808141733067	1.05648450560943
BA00637	0.120874117283029	0.351408109268555	0.0240460592526518	0.260402835610709	0.0444100007328522	0.00628206052776626	0.0350078127196712	0.100409574747671	0	0.0571594298570947	0	0.399284314687271	1.06942966494951
BA00638	0.00385164125552115	0.36195756535655	0.0223465710495863	0.171106889702996	0.0411516698516618	0	0.0715175751454805	0.260767964166916	0	0.067300123471288	0	0.405640816044138	1.05672581776982
BA00639	0	0.36155168156297	0	0.124517490674895	0.0438990956710138	0	0.256579431311734	0.100270583463397	0.0536992826872911	0.0594824346286988	0	0.409046472884024	1.0526587753342
BA00640	0	0.202133766266882	0.0197593524432523	0.0627792110261437	0.0346772179087114	0.0360645251630603	0.135855986438176	0.292905041666991	0.0927630382281729	0.12306186085861	0	0.533546528384664	0.929731712551267
BA00641	0.0518404706232288	0.33954679272777	0.0322853109114534	0.201816293601601	0.0354651136329818	0.0449090321657235	0.0510497684311503	0.15442532396185	0.0342239519934486	0.0544379419507933	0	0.420244070386649	1.04257405384385
BA00643	0	0.434240217556166	0.0312991873007603	0.15422164389365	0.0227027610036081	0.039790634146279	0.117819893840908	0.141550681881892	0	0.0583749803767365	0	0.399744520113178	1.066659215757
BA00644	0	0.292428233108688	0.0275994539993998	0.101154837061801	0.00497049550136516	0	0.188447057086043	0.226645397492137	0.0550694386415212	0.103685087109046	0	0.352892474911416	1.09854369066131
BA00645	0	0.157417058650374	0.0242424071631148	0.132002493533041	0.0393427691120809	0.0406064998054059	0.0139018674617371	0.364691765931042	0.133587472407327	0.0942076659358772	0	0.555683399396882	0.90172359003856
BA00646	0.0190239965867496	0.26875466894935	0.0379903227991244	0.212666625377081	0	0.0119543460367594	0.0900303322679455	0.274027518898858	0	0.0855521890841326	0	0.412196521235275	1.04996134996384
BA00647	0	0.418999939239296	0.0257628755901438	0.347457702195228	0	0	0.0799109891191661	0.0810298581877331	0	0.0468386356684324	0	0.386021594556141	1.07999449335788
BA00648	0	0.249347530988632	0.0331512172502917	0.293934146716203	0.0316619723823455	0	0.183719084252735	0.152139701657374	0	0.0560463467524193	0	0.464516724468779	1.0036545729412
BA00649	0	0.582316111540653	0.0471708686714177	0.142765204947605	0.0610854207969106	0	0.0488142928173889	0.0551190936827484	0.0204432761942279	0.0422857313490478	0	0.374171843084831	1.09394547748059
BA00651	0.0405953606673881	0.408239864993208	0.049127159130921	0.252758080514153	0.0229569229430252	0.0369258217155583	0.0907677766370663	0.0528679688359912	0	0.0457610445626897	0	0.50701988986835	0.969287961003889
BA00653	0.011676237881884	0.369685726736003	0.0475326343261127	0.253005644627055	0.0381980291824962	0	0.124749634721685	0.0975912864228701	0	0.057560806101894	0	0.466124840025272	1.00561568056092
BA00654	0.0833485113614438	0.365671991252177	0.03259213836589	0.219599824439891	0.0438668461793942	0	0.0952522754923273	0.113292566018041	0	0.0463758468908359	0	0.357020397152162	1.10426447236735
BA00655	0	0.231545970002693	0.0446227479998504	0.190547032183363	0.0035217031249374	0	0.077661907182172	0.342087483330863	0.0355782657934261	0.074434890382695	0	0.404257285895907	1.05134798590798
BA00027	0	0.313535504431103	0	0.059451501951657	0.0387071251026303	0.0405605243859913	0.0446101624429827	0.231724046857041	0.173124616418414	0.0982865184101805	0	0.531074244204544	0.92600755216858
BA00063	0.090298001680566	0.524612018830881	0.00892479074669313	0.140116633230051	0.0526595589905638	0	0.0268323728216002	0.0976793577741818	0	0.0588772659254631	0	0.37664704004083	1.09361231483473
BA00101	0	0.490662278199151	0.0286658874982448	0.176296023883954	0.044508565143359	0	0.070851914904478	0.065377497990552	0.0780802216931173	0.0455576106871431	0	0.397230491171362	1.06284663992459
BA00134	0.0699100418115345	0.2777690994079	0.051983611979066	0.299171001635778	0.161053488284629	0.00372687539756927	0	0.0816294818208899	0	0.0547563996626322	0	0.379516749253445	1.08643678199979
BA00164	0.0401918793574007	0.00916293552337273	0.0484841857905751	0.222787117347362	0.0273673370348811	0	0.185607521217945	0.308618950071094	0.0956812561826975	0.0620988174746725	0	0.472214167232583	0.98451666544881
BA00166	0	0.358246233999157	0.0256841623186741	0.374679870199162	0.0234039690395835	0.000814286808042149	0.0812005999164685	0.0894162740096616	0	0.0465546037092511	0	0.374961247450349	1.08819103400389
BA00448	0	0.475438975522806	0.0192590417104915	0.0947395776885286	0.0337566872270335	0	0.0769865657046424	0.149398332908591	0.0907386483727062	0.0596821708652011	0	0.433549059141911	1.02757602585113
BA00586	0.0834921109731272	0.207514558704677	0.083017689684077	0.31130408154105	0.112139736944838	0	0.0260928274303535	0.0902658945881728	0.0469066781734607	0.0392664219602438	0	0.477079311201593	0.991078947884768
BA00636	0	0.0761501013587087	0	0.114956135139826	0.0371480116629217	0	0.157584069817943	0.16079430577544	0.414435453806103	0.0389319224390584	0	0.458906843606904	0.971381501216593
