"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ITM2C"	-0.804610250271421	0.931127532230734	-32.6603145737944	4.11598028471244e-217	7.36192749544946e-215	483.147667225662
"RPLP1"	0.711663718571516	3.99929175862856	32.403047619573	5.65613250098639e-214	1.00473833159645e-211	475.927775633843
"MT-ND4"	0.839010626295319	2.66447389740776	32.1805249749174	2.83298690090549e-211	4.99819831802611e-209	469.716443242375
"SMIM14"	0.664086117855184	0.513450686325166	32.174887748058	3.31483313207176e-211	5.80879711353251e-209	469.559495314813
"TOMM7"	0.749590218397225	1.00116096504937	32.169239449383	3.87975255177971e-211	6.75311291479239e-209	469.402259271729
"RPL7"	0.915713471818242	1.61912424899661	32.1342852587409	1.02693402656006e-210	1.77556893192234e-208	468.429661100246
"SH3BGRL3"	0.777775390710133	1.05164859388377	31.931956406701	2.83093111162166e-208	4.86226479337137e-206	462.815082244585
"EEF2"	0.816005955270491	1.45352740915008	31.8190594934846	6.43769830004902e-207	1.09843227244586e-204	459.693529978681
"HLA-DQA2"	0.699959185231168	0.496642693876994	31.7875518076371	1.53731483171193e-206	2.60589935689209e-204	458.823806463007
"MT-ATP6"	0.783886805832511	3.2479869378054	31.6870646099384	2.45799025569756e-205	4.1394790442543e-203	456.054243530387
"IGKC"	-1.91381167641777	2.60559314054964	-31.6766841646706	3.2717208983562e-205	5.47432783863665e-203	455.768512722141
"LBH"	0.516317111210766	0.310731414128043	31.6489817834322	7.01572985906904e-205	1.16636508907023e-202	455.006318563187
"YWHAZ"	0.723676951261445	0.815073139794701	31.5178129329543	2.58131019069467e-203	4.26409425450104e-201	451.404069951754
"PPIA"	0.799020783360291	1.40526166838061	31.4776133710214	7.77577500213322e-203	1.27635901696408e-200	450.30229702486
"MT-CO1"	0.735604285566053	3.93355957412913	31.370556586263	1.45856094180093e-201	2.3791055362017e-199	447.373210743886
"TSC22D3"	0.957908959831995	1.715874607412	31.3697154790937	1.49250162145639e-201	2.41925184702946e-199	447.350227246172
"RRBP1"	-0.511638200502561	0.417124115433594	-31.2281104936676	7.12846608358967e-200	1.1483029060739e-197	443.487355717481
"CD79A"	0.848530802953092	1.71878184807151	31.168200810168	3.64484436620539e-199	5.83512584182326e-197	441.856980185797
"SDF2L1"	-0.595068081465229	0.596043270263969	-30.9987683269763	3.63454069710914e-197	5.78293331162734e-195	437.258700805204
"HVCN1"	0.505526601615116	0.293369642034484	30.9755247024058	6.8236760523641e-197	1.07909779523209e-194	436.629344917649
"ZFP36L1"	0.800049151479746	0.864937963628917	30.8300448454019	3.48966309560348e-195	5.48511590208948e-193	432.698286151501
"SP100"	0.585538632866628	0.509624625736631	30.7980442970404	8.27649422150367e-195	1.29307757611264e-192	431.835449292814
"H3F3A"	0.797286307478935	1.72783103421952	30.7948089806798	9.03128978434421e-195	1.4025538955507e-192	431.748252247343
"SNX2"	0.550171185525528	0.404580607000986	30.7600373535373	2.3063692261278e-194	3.56045749283479e-192	430.811534145161
"CCR7"	0.588342155575711	0.394807141412239	30.1921680426668	9.19950775321279e-188	1.41177061289689e-185	415.62658545944
"JSRP1"	-0.513063895208706	0.349636822643118	-30.1814319415756	1.22367431156752e-187	1.86682313355903e-185	415.341561631675
"RPS20"	0.934381062745007	1.12037227289957	30.0969735434425	1.15134243900087e-186	1.74620269915132e-184	413.102030120016
"VIMP"	-0.575150261645351	0.621102694727113	-30.0013238667435	1.4495927063047e-185	2.18576667662863e-183	410.57150775511
"SLC2A3"	0.63140583212636	0.480893307621791	29.9868261749138	2.12690556963818e-185	3.18851421668013e-183	410.188489589715
"TPT1"	0.693310978054526	3.25520371533824	29.964151641152	3.87290448585971e-185	5.77263091038918e-183	409.589728078145
"SSR3"	-0.631703538881573	0.770950184621749	-29.8130212807264	2.08491274834696e-183	3.08984069305019e-181	405.607685918803
"LINC00926"	0.527531729881962	0.331173154250692	29.7281804520174	1.94059575246862e-182	2.85962220683373e-180	403.379007469093
"CCNI"	0.709325589592199	1.14410477549883	29.5888203660541	7.49539691668379e-181	1.09826620923273e-178	399.728721142484
"EIF3E"	0.644740455916614	0.74651966097305	29.5337631169543	3.1633485906863e-180	4.60906998311512e-178	398.290220566553
"TPM3"	0.606496589326492	0.622500194722589	29.5131109808921	5.42611077739587e-180	7.86179793361799e-178	397.751165245178
"COX4I1"	0.703122422657624	1.31493086178228	29.4547095373215	2.49169718231196e-179	3.59012035684782e-177	396.228358001363
"ARHGAP24"	0.509441549682789	0.344668659191343	29.2438505742774	6.00200973144061e-177	8.60011725883493e-175	390.749581364046
"FAM65B"	0.419518898971285	0.232657066097359	29.1995242062191	1.89374049998642e-176	2.69858021248064e-174	389.601705577143
"DAZAP2"	0.604563322902564	0.64413694482625	29.1436420647	8.04651014561904e-176	1.14036197063732e-173	388.156498556132
"ADAM28"	0.527722689434824	0.400207618746313	29.0811919700266	4.04241217744217e-175	5.69782390336753e-173	386.543966562804
"PNRC1"	0.676026842229465	0.924398218617914	28.5994384965414	9.44942627995962e-170	1.32470740849056e-167	374.194887513295
"B2M"	0.578894530609109	4.30157240846125	28.5926682660959	1.12294399168192e-169	1.56578238840165e-167	374.022487091603
"CD19"	0.456091498096946	0.31286063853769	28.5734520408118	1.83241598535083e-169	2.54137479037828e-167	373.533329454311
"SF1"	0.604046754181917	0.637853084333486	28.4439095084219	4.9404193096202e-168	6.81541355292552e-166	370.242474778564
"ACAP1"	0.488344193112299	0.39768307985989	28.3566788345891	4.51158581852599e-167	6.19089831764399e-165	368.033092073675
"MARCH1"	0.452179943093551	0.279301748961041	28.3514002918157	5.15681370277827e-167	7.03905070429234e-165	367.899567534832
"LY86"	0.395318915468766	0.225362276718781	28.3197988207918	1.14749439752965e-166	1.55812917277129e-164	367.100593283505
"RHOH"	0.596523491295539	0.611867397900879	28.2472394525824	7.18107531852674e-166	9.70006189510369e-164	365.268734262188
"RPL36A"	0.605177681957506	0.672624684775903	27.9156438781871	2.98880154669925e-162	4.01629886599197e-160	356.944251169683
"HNRNPA2B1"	0.694009769494402	1.17535346523946	27.7166477022656	4.27903077827298e-160	5.72044655847988e-158	351.985874604951
"CNN2"	0.478171119129977	0.377545335022904	27.7070992658126	5.42604510729072e-160	7.21663999269665e-158	351.748663091863
"FCRLA"	0.404639983541818	0.250777261575254	27.6273042719526	3.93817614801027e-159	5.21105093870645e-157	349.768853303957
"IFI44L"	0.487868530375888	0.331130373937337	27.1537093684652	4.61074157690227e-154	6.07002958360205e-152	338.112003780155
"SYPL1"	0.451643208192677	0.334221659762671	27.1075672487956	1.42514780766058e-153	1.86672769654935e-151	336.984889765178
"CRELD2"	-0.447395343276573	0.447815618246847	-27.1050311572214	1.51627232471677e-153	1.97610667042862e-151	336.922985123935
"RPS26"	0.770450392440085	2.13179803520121	26.9877302697732	2.65200635939895e-152	3.43898924655059e-150	334.06480598648
"PTPN6"	0.438150810178397	0.317069002287829	26.9532699044855	6.1356649311603e-152	7.91683930296728e-150	333.227026801358
"TRIM22"	0.422635924337877	0.2740468534414	26.9517806205704	6.36204512170318e-152	8.16829902135504e-150	333.19083961619
"CSK"	0.375309966239352	0.237643873493819	26.902023172672	2.13261152569767e-151	2.72459506989996e-149	331.982737370407
"IGKV3-15"	-1.29631955478092	1.24174927211279	-26.8422511610484	9.0976190157873e-151	1.15660171163943e-148	330.533855319987
"SPCS3"	-0.500560923424653	0.571987745826335	-26.8403042556489	9.53739707283529e-151	1.20659703943407e-148	330.486705632355
"SEPT7"	0.493208292111575	0.456484870320216	26.8273056921122	1.30701999831845e-150	1.64551279885384e-148	330.171980033214
"STK4"	0.58908060494129	0.706926767899258	26.8011041228499	2.46591349033278e-150	3.08953943825028e-148	329.537951626718
"TRBC2"	0.386022711429881	0.234907960424235	26.7915042308967	3.11124925457065e-150	3.87933891429278e-148	329.305777202485
"ACTG1"	0.798269605628993	1.60744976236661	26.7703076898433	5.19690546589661e-150	6.44888723722624e-148	328.793373707126
"MT-ND3"	0.743445029899293	2.72803746187511	26.6701511742196	5.84301296285951e-149	7.21612100913149e-147	326.376618024672
"SWAP70"	0.418950772553259	0.287128917301168	26.5589683737344	8.50183396810869e-148	1.0450003031417e-145	323.702360874458
"EEF1D"	0.664799230090901	1.89405051185474	26.5312690031244	1.65430501375999e-147	2.02379247791818e-145	323.03751771417
"SDC1"	-0.33418423959328	0.256490485819311	-26.446179685706	1.27404996754318e-146	1.55129041822687e-144	320.998704175282
"TNFAIP8"	0.441998479951346	0.345875158171511	26.3080895338504	3.46016111397637e-145	4.19342422855034e-143	317.701235416794
"RCSD1"	0.43092910280051	0.323984039287932	26.2732931564183	7.93341898655851e-145	9.56991727518117e-143	316.872537507912
"EIF3H"	0.528489882753138	0.632022311045668	26.1964121186771	4.94652633792948e-144	5.93926669325005e-142	315.044724428457
"NR4A2"	0.73092094115132	0.79254699358242	26.1593488802851	1.19345862422073e-143	1.42637554927026e-141	314.165117163464
"NUCB2"	-0.404937581145568	0.382190912314415	-26.1405827634449	1.86343247814724e-143	2.21688629911691e-141	313.720134465887
"EIF3F"	0.549799273984911	0.721144223037623	26.1363440726888	2.06065468950889e-143	2.4403232590143e-141	313.619662468062
"CD82"	0.419433859112898	0.283812036929865	26.1039240023144	4.4462586028791e-143	5.24153258480316e-141	312.851630320046
"NAP1L1"	0.532651350153546	0.530998289065814	26.0753977781423	8.74162152911916e-143	1.02585499709369e-140	312.176485184975
"EVL"	0.44439656295955	0.352165311953453	26.0722260646583	9.42366384560331e-143	1.10091316142217e-140	312.101455702462
"DDX5"	0.676940637145842	1.11202152184743	26.0306566919071	2.52087316978344e-142	2.93178680082213e-140	311.118785320493
"UCP2"	0.504643974109211	0.490592306181949	26.017842544942	3.41325084207179e-142	3.95190449058625e-140	310.816125613791
"UBXN1"	0.487736096496133	0.4903885585956	25.9171513056695	3.67755806393725e-141	4.23899859503167e-139	308.442110440283
"FUS"	0.644884977311977	0.871888178707032	25.8415337333355	2.18136581735478e-140	2.50326205633169e-138	306.664202813529
"LSP1"	0.531073289660474	0.656859178993903	25.8255308859863	3.17773318534299e-140	3.63059516131588e-138	306.288490771765
"GPR183"	0.498469831053215	0.369501138901717	25.8179844307613	3.79435591476976e-140	4.3160798530506e-138	306.111382432707
"TCL1A"	0.470900105506774	0.256360694037457	25.7697856674154	1.17660756294876e-139	1.33254660022166e-137	304.981200526443
"PLAC8"	0.382205786417774	0.233957102110508	25.7543736067303	1.68901654821924e-139	1.90454974687244e-137	304.620177553054
"CD55"	0.612872058855352	0.66151349746427	25.7331173310502	2.78000372466762e-139	3.12118599996774e-137	304.122545591534
"HNRNPDL"	0.538287337265906	0.676029758715632	25.7280792897884	3.12835929637381e-139	3.49715510135581e-137	304.004649009223
"ELF1"	0.541052610050184	0.573175890100525	25.7113829708204	4.62565829780896e-139	5.1487745902865e-137	303.614068993964
"EZR"	0.610763068334506	0.777865039859694	25.5391787211404	2.58110759548151e-137	2.860727584992e-135	299.597793379876
"ACTR3"	0.441342814655786	0.400594298547187	25.4896705274126	8.1692279596323e-137	9.01569902693888e-135	298.447226768381
"CLIC1"	0.57507780830183	0.887249190116956	25.4856608959972	8.96749643099464e-137	9.85474660753585e-135	298.354123538077
"CD22"	0.345898785620423	0.200732699276391	25.4631740859544	1.51234764798418e-136	1.65496777428142e-134	297.832205188991
"SEC61B"	-0.604850399742487	1.0739332303835	-25.3859681744132	9.07222111135628e-136	9.88605271105148e-134	296.043141674257
"MYDGF"	-0.504612335585836	0.643383071695745	-25.2684787910314	1.37411432215998e-134	1.49111526967443e-132	293.329189240952
"EIF1"	0.630231748395669	2.4276646067278	25.2403312542294	2.63104303013733e-134	2.84317087444216e-132	292.680534701192
"SARAF"	0.619328979717417	1.1582536817611	25.2375876756503	2.80292383606458e-134	3.01634148084377e-132	292.617341359055
"SRSF7"	0.604401651448853	0.79463568243963	25.2372906521424	2.82219185109123e-134	3.02452668008476e-132	292.610500302783
"PSMB9"	0.544123391223744	0.742786307308818	25.078435294996	1.09065359294878e-132	1.1640370754373e-130	288.961266195272
"MEF2C"	0.525935144428349	0.606295567700352	25.0679864427124	1.3860871755504e-132	1.47328569253687e-130	288.721902124541
"TNFRSF13C"	0.36941550903581	0.254917796675577	25.0606711523888	1.63927858974935e-132	1.73529347857753e-130	288.554371320427
"SMCHD1"	0.520212032477466	0.563856768466521	25.0092257767614	5.32803608437472e-132	5.61717950602676e-130	287.377340070397
"KMT2E"	0.519663356946391	0.616412508920103	24.9424370193482	2.45393719637091e-131	2.57663405618946e-129	285.852251861511
"MT-ND2"	0.654992247505107	2.4010437032449	24.8986639459437	6.66485536985953e-131	6.96988000069786e-129	284.854548831152
"IGKV1-9"	-1.11745333886883	1.12702142348035	-24.802915109682	5.89879787049754e-130	6.14398886631943e-128	282.677250550209
"SEPT6"	0.459173860146898	0.491439375878614	24.7258794455074	3.39209744486265e-129	3.51896188930052e-127	280.930542060312
"MT-CYB"	0.658767692444709	3.21087188857235	24.7186190770107	3.9991455358262e-129	4.13218483950807e-127	280.766153172117
"COX7C"	0.582483591642955	1.12785343086988	24.7015052034802	5.89430960576024e-129	6.06622696926158e-127	280.378820575122
"MT-ND1"	0.635433062045496	2.70487007429303	24.695933912782	6.68736181686827e-129	6.85520666879362e-127	280.252775546362
"LAT2"	0.352746570075968	0.250163185462439	24.6640561941363	1.37637464365134e-128	1.40536521193297e-126	279.532028058032
