"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"SET"	0.27384894014836	0.393306101060326	15.6888623933503	1.70043683150066e-54	6.82675374999531e-53	109.328225019931
"ORAI2"	0.249745708239209	0.332485164736986	15.6548037666462	2.85104806663326e-54	1.14284283783823e-52	108.81342489851
"PDLIM2"	0.151246719688642	0.101562924089445	15.653445643474	2.91034964139344e-54	1.164813548604e-52	108.792918251084
"UBE2I"	0.261251615164935	0.375640909363792	15.6492343893837	3.10215597924011e-54	1.23966741635735e-52	108.729341960251
"WDR1"	0.203821111284918	0.211508084693997	15.648607585906	3.13176136740785e-54	1.24957278559573e-52	108.719880617278
"IFNAR2"	-0.213164230514898	0.289934791210785	-15.6143459601915	5.26059671303201e-54	2.09575385180469e-52	108.203250918032
"EMB"	0.200222490960757	0.201456913024702	15.5997410228303	6.56015443198867e-54	2.60947247229488e-52	107.983343491523
"GPBP1"	0.313620057588757	0.506251569923101	15.5929896818585	7.26453114038476e-54	2.88523147206552e-52	107.881752775103
"SKP1"	0.331034206027317	0.634086404186616	15.5672887147452	1.07068644484334e-53	4.2459102365462e-52	107.495391769261
"TERF2IP"	0.250069575588906	0.341153919900685	15.5666881669501	1.08042712837393e-53	4.2779965762409e-52	107.486370855654
"HDAC1"	0.172354435010291	0.141473261218007	15.5534251643093	1.31954255294605e-53	5.21681952906338e-52	107.287227882624
"RPA2"	0.169729186254794	0.144476289118239	15.5459992260527	1.47573526472671e-53	5.8254481112157e-52	107.175796901471
"ARHGEF1"	0.188452436553503	0.168545861367689	15.5182535003499	2.24051998137906e-53	8.83098567128661e-52	106.759892274005
"RSL1D1"	0.271718818911378	0.403906017775173	15.5122342526165	2.45273127949062e-53	9.65274442087849e-52	106.669755779339
"TRAF5"	0.160263377465984	0.109518586985831	15.4845887849605	3.7151253152664e-53	1.45987537956718e-51	106.256190655301
"TLR10"	0.140158189728239	0.0868282830721687	15.4740453858337	4.35177989962613e-53	1.70746462476254e-51	106.098646401051
"FLOT2"	0.169688871583196	0.142484655859616	15.4463717773575	6.58815217821844e-53	2.58102306256942e-51	105.685609762626
"PMAIP1"	0.26705050087818	0.306141281178107	15.4281985043397	8.64711939847786e-53	3.38254964705163e-51	105.414742676593
"CDC42SE2"	0.211906158113419	0.220544563378521	15.4214109427725	9.57085677459674e-53	3.73825557905371e-51	105.313652271146
"CAPZA1"	0.225152602956523	0.256256006222598	15.4017311297998	1.28426032965976e-52	5.00861528567308e-51	105.020785484079
"ANP32B"	0.2896854181648	0.50459723955486	15.4011920828573	1.29463941373296e-52	5.04151249176643e-51	105.012768510658
"CLNS1A"	0.200333529903469	0.204635664199478	15.3991942159791	1.33384125372034e-52	5.1863827459126e-51	104.98305752217
"GPR65"	0.168894696531092	0.125845511769929	15.3755332887694	1.89852920064167e-52	7.37101120039545e-51	104.631460408861
"SESN3"	0.174552069706274	0.130582829828103	15.3618925724348	2.32650862494088e-52	9.01913321193449e-51	104.428990620493
"GABPB1-AS1"	0.234281189627613	0.241496944532972	15.3539478634895	2.61873896536059e-52	1.01368649353174e-50	104.311144063795
"CD59"	-0.220355106174345	0.296591000388181	-15.3357188286956	3.43484803756973e-52	1.32761227800851e-50	104.040961248275
"ITGA4"	0.20143286308752	0.197976502258873	15.3268761360429	3.91752541504939e-52	1.51191996487062e-50	103.910006410906
"XRCC6"	0.230569370313971	0.295100323088792	15.3266192697887	3.93251291588297e-52	1.51544907092756e-50	103.906203431464
"QRSL1"	0.164331152689449	0.12565505054841	15.3242397039964	4.07409803005488e-52	1.5676814897548e-50	103.870976092339
"LMAN2"	-0.269671537853646	0.500262610296805	-15.3179210655034	4.47518338588623e-52	1.71946490537718e-50	103.777459044618
"TRAC"	0.161121710244427	0.115918967422221	15.3048695409691	5.43242664072457e-52	2.0841713746626e-50	103.584407784662
"BRK1"	0.286777076750378	0.502038283432044	15.2964289133768	6.15745270013941e-52	2.35884100115385e-50	103.459640130882
"SH3KBP1"	0.17793862358885	0.157955452627757	15.2542547546113	1.15036330232602e-51	4.40039413655242e-50	102.837191324811
"LTA4H"	0.177971316499375	0.160238078312176	15.2541396640763	1.15232450401611e-51	4.40140441997905e-50	102.835494894387
"TUBB"	0.272358387003349	0.404266579868862	15.2327843346801	1.58034975745617e-51	6.02740749406261e-50	102.520924638776
"MAT2B"	0.188608561909064	0.18782191391864	15.2283293104586	1.68790573352736e-51	6.42816963275068e-50	102.45535263162
"PIKFYVE"	0.19009683275687	0.153667421370248	15.227028612807	1.72066123975033e-51	6.54330634207109e-50	102.436211472449
"ARHGAP4"	0.16810860730093	0.144494731391128	15.2040273989665	2.41655179095698e-51	9.17617433359728e-50	102.09797586996
"CHID1"	-0.168716634433386	0.19465126901135	-15.1832369982459	3.28353872493888e-51	1.24500843320599e-49	101.792660907321
"EVI2B"	0.206257632034367	0.204829000345159	15.1703966845775	3.96725432002108e-51	1.5020546100693e-49	101.604290694439
"IGHV3-21"	-0.509410239413446	0.580162552841665	-15.1697690437286	4.00408994266335e-51	1.51379114669058e-49	101.595086877402
"MUCL1"	-0.286996734457816	0.251508331589515	-15.1683311671963	4.08976647377656e-51	1.54393149195626e-49	101.57400298532
"SLBP"	0.215017921439558	0.228774220595035	15.1324554924071	6.93185099452243e-51	2.6130458654497e-49	101.048554035598
"OSTF1"	0.204695046628274	0.229836950727802	15.1308758126311	7.09459587786152e-51	2.67051297666674e-49	101.025444128025
"STAP1"	0.184280665148225	0.16585321976289	15.1269561007197	7.51504242097998e-51	2.824675727364e-49	100.968110472439
"HCST"	0.189896752485711	0.167571098305419	15.1166112378976	8.74766946339182e-51	3.28322442160734e-49	100.816862670887
"NAPSA"	0.120545917236583	0.0671101654063647	15.109316504923	9.73598641296002e-51	3.6488845031809e-49	100.710267576609
"PDE7A"	0.168325768263731	0.128963354157308	15.1043301145313	1.04747844325069e-50	3.92010871943819e-49	100.637431031912
"LINC00152"	-0.202799551663769	0.247145628815339	-15.0744182729928	1.62364426175074e-50	6.06761007615351e-49	100.200977922739
"IDH2"	-0.258623798038157	0.444442777973629	-15.0655535056282	1.84856742993316e-50	6.89821529429016e-49	100.071784504326
"RHOF"	0.168738346511706	0.147755386539807	15.0546776991295	2.16730469821352e-50	8.07601255002408e-49	99.9133795409862
"PIK3AP1"	0.13471593445683	0.085912934411993	15.0318012202404	3.02749850660088e-50	1.12651612293678e-48	99.5805348151512
"MARCKSL1"	0.29849406669555	0.445772774858283	15.023106988203	3.43716269297243e-50	1.27711768541891e-48	99.4541607959106
"RSL24D1"	0.269129646443869	0.416226739585587	15.0167308365564	3.77226556085478e-50	1.39962385294376e-48	99.3615243875822
"ARHGAP30"	0.152560015873548	0.116803341862605	15.0041378900557	4.53262926670942e-50	1.67933914331584e-48	99.1786747450802
"GCC2"	0.224223178202873	0.274424900465384	15.0031678350109	4.59717188809291e-50	1.70082243819814e-48	99.1645954872828
"MCM5"	0.142989957995476	0.102828323795129	15.0015739060196	4.70521714874073e-50	1.73831633550699e-48	99.1414632480148
"SERPINB1"	0.195200205457709	0.20840113249968	15.000175959331	4.80205681646523e-50	1.77156960931758e-48	99.1211771346733
"PLEKHA2"	0.16008489860285	0.11754853991558	14.9851626697948	5.97583339341582e-50	2.20146646389544e-48	98.903425193212
"GMPPB"	-0.160879098126641	0.178894510564986	-14.9664276928171	7.84853940147357e-50	2.88726055854209e-48	98.6319799354504
"ZEB2"	0.168972607086247	0.12487971175082	14.9414635932689	1.12805228389715e-49	4.14391444516609e-48	98.2707761633539
"BLNK"	0.229202607316347	0.317270827049329	14.9157648166343	1.63776454919681e-49	6.00783926215267e-48	97.8995313329987
"MAP3K8"	0.246626125468407	0.306390727107839	14.8751632318469	2.94813011630243e-49	1.07994003624723e-47	97.3142185028609
"EIF2AK2"	0.225870859128085	0.280904452032769	14.8673935391533	3.29858378070963e-49	1.20661171160373e-47	97.2023806666529
"CNR2"	0.111022814738251	0.0592362655307286	14.8567704426734	3.84578360239705e-49	1.40479433419954e-47	97.0495590830159
"NR3C1"	0.211764507429991	0.248761923197723	14.8400717705224	4.89413165870715e-49	1.78522228647778e-47	96.8095421843893
"PLPP5"	-0.271973228445208	0.54273148270653	-14.8256698772523	6.02392221672461e-49	2.19424750970158e-47	96.6027407117876
"SRM"	-0.156645120416368	0.166836374059561	-14.7996475043096	8.76314451549168e-49	3.18754772804035e-47	96.2295535767773
"DDX21"	0.253608717360871	0.347290989011387	14.7983749272409	8.92511180618524e-49	3.24191561195258e-47	96.2113192749325
"SNX22"	0.132218232925101	0.0822854847809942	14.7945381829167	9.43169470588198e-49	3.42113289786083e-47	96.156352821439
"MAPRE2"	0.194158375504339	0.16834691521614	14.7817198164671	1.13409843443764e-48	4.10793895211454e-47	95.9728094757116
"LPAR5"	0.112443443128809	0.0630104955006889	14.7632236762953	1.47931480108398e-48	5.35091065078284e-47	95.7082299031465
"PDCD4"	0.2092864578767	0.238762617553704	14.7611618828536	1.5237622692706e-48	5.50400758405751e-47	95.6787560245875
"TBRG1"	0.218999786537912	0.269119605493401	14.7599969112702	1.54946164048448e-48	5.58905252377817e-47	95.6621041543911
"CHI3L2"	0.129363510748248	0.0811552424594183	14.7503153343768	1.78043047455558e-48	6.41325893855541e-47	95.5237652528
"C11orf58"	0.268512786915044	0.475872893271271	14.7400425566108	2.0630698790694e-48	7.42104262325448e-47	95.3770717110295
"TXNDC11"	-0.213249766022452	0.2968467833035	-14.7265349741513	2.50374127330648e-48	8.99370220542985e-47	95.1843313897469
"BASP1"	0.211505558027445	0.252591669302566	14.6965515364679	3.84556695175323e-48	1.37945752273472e-46	94.7570879039914
"LUC7L3"	0.256514033802062	0.380200074182247	14.67927437279	4.92256692011129e-48	1.76335321924152e-46	94.5112706611286
"STAT6"	0.133587716700987	0.0859430252410524	14.6740734620429	5.3021049455537e-48	1.89669092086807e-46	94.4373258401547
"IGHG2"	-0.351902225760358	0.36391139013399	-14.6647752211679	6.05467336713103e-48	2.16291947350611e-46	94.3051877407134
"BLOC1S2"	0.178372180416822	0.166560048189631	14.6566182885735	6.80189470241586e-48	2.42650810326211e-46	94.1893335112874
"DDX3X"	0.28123602929392	0.410380854016691	14.6473021771119	7.76817976225738e-48	2.76741404030419e-46	94.0570891876757
"MNDA"	0.141758631243111	0.0925130169693895	14.6194150397775	1.15559287633566e-47	4.11115243453572e-46	93.6616960871271
"IGHV1-46"	-0.411615208603102	0.385003109975688	-14.6132945480171	1.26072410179159e-47	4.4790245999952e-46	93.5750122646286
"PTPRCAP"	0.171443454283758	0.154022675393999	14.6063659380024	1.39126684546045e-47	4.93604728276562e-46	93.4769242306746
"LPXN"	0.183670889658969	0.194596934476934	14.5919022876595	1.70873894453206e-47	6.05411810470477e-46	93.2723035382268
"TPST2"	-0.200033273345896	0.282936460118352	-14.588602836352	1.79071895271574e-47	6.33592033269888e-46	93.2256520500525
"TGFB1"	0.191301261677415	0.208581465558377	14.5855452088468	1.87018128402451e-47	6.6080588012501e-46	93.1824285820363
"LYL1"	0.125346702361813	0.0788235422340035	14.5779319493697	2.08361966706389e-47	7.35220082521115e-46	93.0748423623782
"SEC14L1"	-0.198229394743171	0.280120383149816	-14.5717539712123	2.27451152115137e-47	8.01487178003543e-46	92.9875774408979
"CNPPD1"	0.184135583389981	0.194945256311966	14.5612108602148	2.64132515104466e-47	9.29481245486341e-46	92.8387344607159
"BAX"	0.20185193329908	0.223067711261055	14.5511344227623	3.04677655773484e-47	1.07070663990316e-45	92.6965742265993
"KIAA1033"	0.154986182132012	0.125792852366978	14.5373735256207	3.70230448572874e-47	1.29931348900372e-45	92.5025821022705
"CD86"	0.136772380911153	0.0942358813074299	14.5332566848723	3.92443235907778e-47	1.37540747611733e-45	92.4445790433323
"BBX"	0.218756664878175	0.267594477891396	14.5204979846139	4.70064674205327e-47	1.64522635971865e-45	92.2649168800699
"SPI1"	0.174974287582516	0.17330398752943	14.5061049010098	5.76105651712476e-47	2.01365230150446e-45	92.0624178372079
"CDCA7L"	0.131557678717721	0.0909353803581684	14.4960363284712	6.64132107000103e-47	2.31820540983145e-45	91.9208732130429
"ALOX5"	0.148240816375276	0.113214376284242	14.4892775812864	7.30608497313179e-47	2.54681873357759e-45	91.8259100681051
"GAS6"	-0.112450770783285	0.0912769133197771	-14.4880901859999	7.42953175633736e-47	2.58637457853167e-45	91.8092309750001
"IGKV3D-20"	-0.21286985408955	0.160329560663324	-14.478732243695	8.47794122775363e-47	2.94739149787923e-45	91.677826824333
"TRAPPC1"	0.236017141246321	0.3706401742089	14.4772326185747	8.65912995449333e-47	3.00635254845763e-45	91.6567765102468
"ERN1"	-0.14857904092513	0.14795410535586	-14.47067667171	9.4975843023823e-47	3.29304610805194e-45	91.5647743863267
"ARHGAP17"	0.135214650348551	0.0930930877889879	14.4667173290862	1.00425988836829e-46	3.47736718355561e-45	91.509230357642
"CD1C"	0.11624755403139	0.0640852427019116	14.4488604298412	1.2914029745895e-46	4.46567148613048e-45	91.2589004160838
"PDIA6"	-0.294648020792743	0.70008368993022	-14.4403901799665	1.45486715896156e-46	5.02423166014221e-45	91.1402603166342
"RBM25"	0.266020554535025	0.457969190662311	14.4401393787758	1.46000906533857e-46	5.03528392414306e-45	91.1367484198963
"CCT4"	0.234385208894823	0.318898013281822	14.4319243174179	1.63881484400772e-46	5.64444395475967e-45	91.0217469530647
"WHSC1L1"	0.248180696897192	0.389519776032943	14.4257327287807	1.78783778607949e-46	6.14954548832515e-45	90.9351124100441
"IGHGP"	-0.283751457505873	0.224310178288466	-14.4044288006747	2.41139555132323e-46	8.28338326139975e-45	90.637288315159
"PYCR1"	-0.132309811013272	0.118597981270854	-14.3968432646439	2.68220680653926e-46	9.20145946132218e-45	90.5313440590631
"CYFIP2"	0.133637141278653	0.0942514487830107	14.3928479908942	2.83680224989909e-46	9.71895196184055e-45	90.4755646902678
"SC5D"	0.161463638246373	0.125351886030364	14.3715118905878	3.82551029218839e-46	1.30889986052646e-44	90.1779304341578
"GRB2"	0.276910328670511	0.565247743341869	14.3523628927072	5.00132964442128e-46	1.70895236268861e-44	89.911159112529
"RP11-160E2.6"	-0.201807444761854	0.249405063592349	-14.346717987734	5.41215421660008e-46	1.84689762641478e-44	89.8325817818793
"MBD4"	0.207896621126427	0.249687948538955	14.3411936558171	5.8466943226927e-46	1.99256264466538e-44	89.7557109622377
"PNN"	0.232771273381338	0.311858326797763	14.3323114834109	6.61930032311399e-46	2.25290753123309e-44	89.6321742888468
"MTMR14"	0.144860645826123	0.120880136020572	14.3079652355372	9.29819404799291e-46	3.16053293099209e-44	89.2939261901113
"TWF2"	0.147305340474567	0.127899305510951	14.3021328858966	1.00860132490344e-45	3.42383185358256e-44	89.2129762696713
"COL19A1"	0.114615478531112	0.0661772767835373	14.2845356637991	1.28886593374819e-45	4.36950823421689e-44	88.9689242299137
"PAK2"	0.207775001148614	0.259599569118131	14.2815462125544	1.34364966652359e-45	4.54928904716572e-44	88.927492258321
"NEAT1"	-0.410903367597744	1.02479589054411	-14.2765058657307	1.44131495123954e-45	4.87359886054725e-44	88.8576545906194
"UBE2J1"	-0.300490199370427	0.676709964475174	-14.2752041512446	1.46766571167291e-45	4.9562383114892e-44	88.8396221573789
"AP1S2"	0.165626959848813	0.146576849984392	14.2717489617893	1.53995814226349e-45	5.19360395573518e-44	88.7917654949722
"PARVG"	0.141900183496015	0.113311643825426	14.2573462593167	1.88149182781828e-45	6.3372065655152e-44	88.5923958965542
"ATM"	0.203610328321145	0.244879875128926	14.222343679343	3.05900147658585e-45	1.02899096362197e-43	88.1086615450182
"SPATS2"	-0.168096835466918	0.220628680265367	-14.2212416150454	3.10611592568975e-45	1.04348596545031e-43	88.0934492228352
"PCSK7"	0.165343439722132	0.146028656241157	14.2085202452911	3.70515658098112e-45	1.24312077526191e-43	87.9179303531097
"NFATC1"	0.134498572480834	0.0955868500812254	14.1899198619347	4.79374710117986e-45	1.60627688719767e-43	87.6615638152616
"ST6GALNAC4"	-0.192081466881978	0.282002480360061	-14.1868366736298	5.00270846026981e-45	1.67413217957545e-43	87.6190991892839
"PDIA4"	-0.204816463296055	0.298416086319108	-14.1842730528256	5.18334116162138e-45	1.73234475549807e-43	87.5837971580153
"AES"	0.185596499776334	0.194475898281861	14.154110846513	7.86425178494528e-45	2.62495971740741e-43	87.168903105474
"TFEB"	0.134561133121783	0.105157281040677	14.1536778912629	7.91140458640255e-45	2.63730434380913e-43	87.1629536735416
"NIN"	0.155495400629151	0.130188504566953	14.1489136324309	8.44923218753629e-45	2.81297608194806e-43	87.0974971758059
"MED28"	0.174840648946857	0.170771667771405	14.143636782945	9.08748327259016e-45	3.02158818813623e-43	87.0250223736932
"DNTTIP2"	0.177053050509654	0.174046153411184	14.1188204009274	1.27947329798216e-44	4.24880153433639e-43	86.6845235455841
"SMC6"	0.154602317938093	0.127700876645973	14.1137496208548	1.37202651098259e-44	4.55032066014494e-43	86.6150180349309
"ATP6V0D1"	0.18635463664896	0.210263248596256	14.0980374144828	1.70326350318416e-44	5.6416524846847e-43	86.3997991188529
"CERCAM"	-0.0966244938249847	0.0759658529654685	-14.0957970440643	1.75657079741726e-44	5.81079893252764e-43	86.3691298994313
"EWSR1"	0.233303933431137	0.36196608870814	14.0917827044965	1.85627401918566e-44	6.13279830415032e-43	86.3141876748273
"TMC6"	0.179887386418727	0.20096666638414	14.0883970568525	1.9447267157051e-44	6.41685589972161e-43	86.2678614954066
"HADHA"	0.187479245597113	0.223267196627981	14.0819944571024	2.1236239905298e-44	6.99824500564047e-43	86.1802827013626
"SNHG8"	0.295044064159176	0.583557568279044	14.0763316712435	2.29544556419537e-44	7.5548706481481e-43	86.1028548000002
"PTDSS1"	0.147075932620422	0.125940367620712	14.0453179399044	3.51316580464282e-44	1.15480298027138e-42	85.6793209884619
"CD44"	0.287021605363658	0.548859149527189	14.0424891824775	3.65206245296757e-44	1.1989397432622e-42	85.6407343421467
"MED10"	0.189116637415721	0.22802645191549	14.0345225722564	4.07329914034675e-44	1.33553746150307e-42	85.5321023927859
"UBB"	0.402525650770935	1.37177081004588	14.0288171451129	4.40436228611569e-44	1.44226181679811e-42	85.4543394251109
"SERBP1"	0.273591496607153	0.547144951666561	14.0158406852141	5.26042740835047e-44	1.72041847207528e-42	85.2775858012067
"SIDT1"	0.149046549913364	0.119911827575666	14.0033177247571	6.24309717472592e-44	2.03922827741205e-42	85.1071555236987
"PSMB8"	0.257495717687828	0.499591522121486	13.9914260342454	7.34467157994467e-44	2.39602587957063e-42	84.9454493990769
"RP11-290F5.1"	-0.158322977224938	0.17253497700852	-13.9895503231712	7.53527050516442e-44	2.45511608732964e-42	84.9199548448263
"ARRDC2"	0.13856918612826	0.0945512269277788	13.9835943379684	8.17371948242556e-44	2.65979190435015e-42	84.8390228067926
"TGOLN2"	0.183321788157892	0.205006817487755	13.9564456698452	1.18370148001425e-43	3.8470298100463e-42	84.470528725532
"UQCRQ"	-0.264593070330461	0.544853025282657	-13.9405378371595	1.47008023867531e-43	4.77178110013068e-42	84.2549224385516
"TANK"	0.184085155643972	0.205639380277733	13.9376622397147	1.52876326493082e-43	4.95605940949762e-42	84.2159728722653
"PLEK"	0.152978920744547	0.136414435110299	13.9296330958864	1.70524776447047e-43	5.52129847335103e-42	84.1072593616634
"DOCK10"	0.128377342886683	0.0951099333119301	13.9132444747833	2.13085973841136e-43	6.89075402938885e-42	83.8855430719182
"RNPS1"	0.22915811080482	0.357836035641299	13.9065606989178	2.33339900272202e-43	7.53632666694838e-42	83.7951911408689
"NASP"	0.202140369904817	0.23544510989548	13.8986781611484	2.59700685490422e-43	8.37728517188322e-42	83.6886868658571
"EPB41L4A-AS1"	0.178305693601098	0.188373168152875	13.893385599784	2.79042297480827e-43	8.99001488840402e-42	83.6172088171428
"IGHV5-78"	0.124546869496295	0.0831548300909336	13.887357468358	3.02823295483272e-43	9.74407216917949e-42	83.5358279047607
"B4GALT1"	0.182517883131721	0.183193725651746	13.8863030619448	3.07185439507809e-43	9.87218633659854e-42	83.5215966432768
"PSMB10"	0.219708595198338	0.34089307042098	13.8745493688544	3.60254991904751e-43	1.15633826918932e-41	83.3630267695366
"MLEC"	-0.182362074008554	0.263032183637588	-13.8667133453269	4.00608852683224e-43	1.28427572241526e-41	83.257380839489
"MAP4K4"	0.136324555522394	0.100287432006108	13.8609601437486	4.33071270267282e-43	1.38663004868913e-41	83.1798515480648
"EBLN3"	0.193996707238907	0.227678158664948	13.8606809807961	4.34711374570454e-43	1.39016516639762e-41	83.1760903619158
"CDKN2D"	0.125169091031481	0.083249594454637	13.8553859699467	4.6701701751733e-43	1.49163624991527e-41	83.1047637697989
"DNAJA1"	0.367271835004442	0.73913715195528	13.8444576665539	5.41439457463994e-43	1.72721184862591e-41	82.957635080948
"SRSF10"	0.228882384238466	0.34287062327023	13.8386416895051	5.85742336990498e-43	1.86624416582906e-41	82.8793787579971
"LGALS9"	0.119359438840885	0.0806129475117245	13.8353312963963	6.12551029130817e-43	1.94926514607457e-41	82.8348499414
"SLC25A5"	0.282523965415704	0.609047878804748	13.8208735612991	7.44687784355323e-43	2.36684775579109e-41	82.6404936787257
"R3HDM4"	0.159855104922502	0.166934899680134	13.8028589873059	9.49642897236421e-43	3.01456408076213e-41	82.3985910556379
"C11orf31"	0.283482323442775	0.64522202438233	13.7871250970023	1.17401531154739e-42	3.72226003728382e-41	82.187557552997
"ATF7IP"	0.192405047814898	0.208505257995482	13.7829953017639	1.24118130034314e-42	3.93040745108659e-41	82.1322036254476
"AC093818.1"	-0.134470309989098	0.144615007550785	-13.7621759715237	1.64261667873821e-42	5.19527604427749e-41	81.8533891341731
"TOMM20"	0.270133036244586	0.557561669372563	13.7531681345218	1.85412481433682e-42	5.85709221191539e-41	81.7328786888208
"XRCC5"	0.202252204638749	0.276339808417911	13.7057424430807	3.50395286890086e-42	1.10553549458569e-40	81.0996282669847
"ATRX"	0.237600513526527	0.387911517007681	13.6978525874692	3.89455173858477e-42	1.22728067242036e-40	80.994479690793
"ATF3"	-0.250176086385885	0.328555163483995	-13.6907663451967	4.28213764396179e-42	1.3470781153474e-40	80.9000896924985
"KDM6B"	0.221025978923712	0.273629356214099	13.690714762859	4.2850952194394e-42	1.3470781153474e-40	80.8994027758825
"LDHB"	0.256245145488637	0.511694398719689	13.6891969961833	4.3730349610283e-42	1.37305885852626e-40	80.8791919300435
"SFPQ"	0.245544437357233	0.382380670897707	13.6842425738229	4.67278336569778e-42	1.46540068427294e-40	80.8132327169826
"LGALS3"	-0.172739298315611	0.203617378186921	-13.6819741030186	4.81676708825509e-42	1.50873012601323e-40	80.7830396444679
"KYNU"	0.132157845300232	0.0949399809047412	13.6744488298674	5.32676414785788e-42	1.66646113600355e-40	80.6829130478518
"NDE1"	0.13330095047148	0.108845447660838	13.6488745045947	7.4960874574405e-42	2.34230154468337e-40	80.3430262028896
"SETX"	0.160795985071937	0.152573326238208	13.6296559364489	9.68638133404328e-42	3.02306016724925e-40	80.0880042596704
"PPP2R1A"	0.176403612680671	0.21434342794555	13.6281060163112	9.88856685761581e-42	3.08245170014743e-40	80.0674523071236
"SH3BP1"	0.115640854111664	0.0820927483471808	13.6177366287378	1.13535725298686e-41	3.53487279186246e-40	79.9300110066057
"OAS1"	0.176729955961838	0.202288153990325	13.6152157375768	1.1741198362845e-41	3.65117481463292e-40	79.8966127422317
"DNAAF1"	-0.171321334016377	0.137597428539846	-13.6117702272648	1.22923772054472e-41	3.81799763860206e-40	79.8509740316219
"INPP5F"	0.140540370486372	0.104811420551281	13.6099350565255	1.25963789269647e-41	3.90774028075156e-40	79.8266700950997
"ZFAND6"	0.187296444143463	0.226030726220073	13.6083711945643	1.28613322345233e-41	3.9851690741023e-40	79.8059616603312
"TRA2B"	0.230234825303825	0.340783970773288	13.5850141399181	1.75465124522818e-41	5.43041527983207e-40	79.496938750807
"RAB29"	0.143680824428391	0.129217675545202	13.5662238644591	2.25196520311627e-41	6.96122974288684e-40	79.2487005883323
"DEF6"	0.154015697894509	0.162497752574659	13.5638599211849	2.32372924605842e-41	7.17451404720537e-40	79.2174935737482
"FERMT3"	0.144664370645621	0.137852643274205	13.5588502351035	2.48341867886476e-41	7.65843798292003e-40	79.1513764430607
"OSBPL8"	0.173446419171966	0.193204169775405	13.5569427236394	2.547052355642e-41	7.84534475576904e-40	79.1262074501951
"GTF2B"	0.20256408582846	0.255333841336928	13.5526900607295	2.6948182611092e-41	8.29064194565445e-40	79.0701070085238
"DSTN"	-0.193018245720319	0.262975545634025	-13.5486318982405	2.84376847838756e-41	8.73852316196462e-40	79.0165879133717
"APEX1"	0.185131478460561	0.234524488949455	13.5481847476633	2.86067349568502e-41	8.78006711367941e-40	79.0106918138158
"MAX"	0.15505941365965	0.159295994982806	13.5456105459868	2.9599565342255e-41	9.07405114836151e-40	78.9767521326118
"SRPRB"	-0.160692429825033	0.221621493997624	-13.5437484276473	3.03390514843686e-41	9.28976741732114e-40	78.9522047509581
"APPL1"	0.166285217934911	0.182623032507964	13.5408346353551	3.15332243057941e-41	9.6440350515421e-40	78.9138000815947
"NUCKS1"	0.210649396731958	0.287583487876026	13.5402260477581	3.17884867806808e-41	9.71065258724332e-40	78.9057796989364
"WASF2"	0.202708622204508	0.287181548821023	13.5378706471807	3.27959437243594e-41	1.00066211822501e-39	78.874741837657
"RGS2"	0.294371296452545	0.470506022488984	13.5357970002703	3.37091418473112e-41	1.02731679648651e-39	78.8474209632854
"G3BP2"	0.191539415783034	0.236943725227796	13.5312317027852	3.58097381995653e-41	1.09005347441987e-39	78.7872858578333
"FAM174A"	-0.132556907388671	0.140756289240637	-13.5070429041896	4.93133256827198e-41	1.49934478497226e-39	78.4689860103042
"MGAT5"	0.115236163425946	0.0710947903654392	13.4958963877631	5.71376031990384e-41	1.73520344141342e-39	78.3224906898044
"FNBP4"	0.209564228403551	0.297886695599092	13.4936976008022	5.88210304474042e-41	1.78423792357126e-39	78.2936062117209
"DDIT4"	0.30659594242579	0.616488844907893	13.4822000144234	6.84609509786368e-41	2.07422285470905e-39	78.1426401356937
"G3BP1"	0.162282583785079	0.168426659052687	13.4701371253382	8.02670517157392e-41	2.42908516481645e-39	77.9843824657679
"ZNF581"	0.142746600623554	0.130218835167382	13.4666405860744	8.40531764717474e-41	2.54069828880509e-39	77.9385350986044
"TAP1"	0.223026418158129	0.363330711180193	13.4647775553213	8.61425121356411e-41	2.60082194672625e-39	77.9141112448404
"SRSF11"	0.249279559673031	0.444540307632402	13.4607302400619	9.0861171781899e-41	2.74009824437622e-39	77.8610630088063
"PPP3CC"	0.185629353440981	0.240608670129223	13.4588587863651	9.31291290403651e-41	2.80259483543611e-39	77.8365389361186
"GLRX"	-0.208199964735369	0.352777544515313	-13.4588420427518	9.31496721860779e-41	2.80259483543611e-39	77.8363195375214
"DDX6"	0.195679387655588	0.252137270824148	13.4574171241118	9.4914555785231e-41	2.85238586823866e-39	77.8176491769527
"RPN2"	-0.228524978971073	0.453467317918275	-13.4566735026927	9.5848762714947e-41	2.87712692246777e-39	77.8079064306159
"CAT"	0.125949034897885	0.0981108563036596	13.4560165597214	9.66816821859897e-41	2.89877390461693e-39	77.7992997482683
"LAMTOR5"	0.229282282418139	0.388019659278635	13.4531295862423	1.00428166414951e-40	3.00762643876646e-39	77.7614819063887
"DHX36"	0.180645031375503	0.210633354667113	13.4496319057476	1.05161122744442e-40	3.1457366993969e-39	77.7156744164435
"PPP1R12A"	0.168996354407719	0.184253164651184	13.4306359728866	1.35017052584539e-40	4.03417886956223e-39	77.4670905334118
"CCT3"	0.199917456231636	0.273676497512042	13.4114992790589	1.73612517328216e-40	5.18140464546292e-39	77.2170011086196
