"Gene.ID"	"gene_sample"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"change"
"35"	"ENSG00000100453"	"GZMB"	-0.986703098201405	2.11394769688347	-5.09746698829202	7.42183648867489e-07	0.00194188228483685	4.1415890174842	"down"
"36"	"ENSG00000100526"	"CDKN3"	-0.521044486865546	3.51211339975077	-3.38946047017625	0.000830176338834595	0.0691999731924851	-2.56319383952924	"down"
"37"	"ENSG00000100985"	"MMP9"	-0.522897205400732	2.82253349020919	-2.86136466180747	0.00462591374544347	0.172496391778446	-4.14886620913158	"down"
"38"	"ENSG00000101210"	"EEF1A2"	0.847575005228558	2.38406474126605	3.00445499869867	0.00296965277294428	0.133836140664674	-3.74351232624895	"up"
"39"	"ENSG00000102096"	"PIM2"	-0.525372220918985	3.69762538647672	-3.18272526544311	0.00167038864656874	0.100087307504836	-3.21309118402352	"down"
"40"	"ENSG00000102243"	"VGLL1"	-0.530812626602279	1.33117633645356	-2.41094079602618	0.0167347452238332	0.33005692914671	-5.30389731805843	"down"
"41"	"ENSG00000102524"	"TNFSF13B"	-0.681532143880089	3.23033299359666	-3.95149278094767	0.000104710299849028	0.0225179738889946	-0.612901718797555	"down"
"42"	"ENSG00000103024"	"NME3"	0.530165671010355	3.34024936507494	4.40679873334452	1.6409559568402e-05	0.00909205432274661	1.15586616856123	"up"
"43"	"ENSG00000103253"	"HAGHL"	0.540721523962854	3.20763491207677	3.4222346388487	0.000740759501370707	0.0653394042817728	-2.45677562031859	"up"
"44"	"ENSG00000103254"	"FAM173A"	0.578749839306864	2.25050066276839	5.16584214359919	5.36605659646244e-07	0.00188123196166372	4.45603742169297	"up"
"45"	"ENSG00000105374"	"NKG7"	-0.62853374077787	3.97654999989942	-3.03570235398159	0.00268973997349531	0.125546079080015	-3.65256749380126	"down"
"46"	"ENSG00000105707"	"HPN"	0.523923013140174	1.36507748008519	3.64933133267188	0.00032858630955494	0.0427488973337001	-1.69427447130788	"up"
"47"	"ENSG00000106105"	"GARS"	-0.509316225063203	5.10283804723579	-3.77142502255669	0.000208754133001048	0.0340189780201293	-1.26640847476522	"down"
"48"	"ENSG00000106211"	"HSPB1"	0.569702836537284	8.05714020409704	3.80757437732951	0.000182114542498134	0.031458421556334	-1.13735182939526	"up"
"49"	"ENSG00000106462"	"EZH2"	-0.753110572876912	3.5821659539733	-4.59440629600554	7.31586221544117e-06	0.00596129273687088	1.9317284427041	"down"
"50"	"ENSG00000106541"	"AGR2"	1.09154324048822	4.90226991898075	2.3970201746086	0.0173668545623797	0.334625914653595	-5.33662658883513	"up"
"51"	"ENSG00000107281"	"NPDC1"	0.55067505728993	3.81791834394652	4.17901988974749	4.22785932862009e-05	0.0147492787363475	0.250456149775328	"up"
"52"	"ENSG00000107485"	"GATA3"	0.833915120773263	2.33055512639922	4.37635684828981	1.86631046580985e-05	0.00941919818602084	1.0325185862774	"up"
"53"	"ENSG00000108176"	"DNAJC12"	0.53001762643666	2.18209568285359	2.33070739502799	0.0206761619094967	0.369877801641472	-5.49006484675971	"up"
"54"	"ENSG00000108691"	"CCL2"	-0.634061780754018	5.96725292349603	-4.17119486885038	4.36461114498052e-05	0.0148845901855908	0.220076642368404	"down"
"55"	"ENSG00000109436"	"TBC1D9"	0.764643938543201	1.88859033439124	4.83930372330841	2.45458969679815e-06	0.00378581731691308	2.98439825874818	"up"
"56"	"ENSG00000109861"	"CTSC"	-0.649777820796721	5.68668743111772	-5.0402016594159	9.71481501607224e-07	0.0021787091809378	3.88077645285248	"down"
"57"	"ENSG00000110092"	"CCND1"	0.588095211264087	6.61160564304892	3.58147672969238	0.000420696537006665	0.0484319047275979	-1.92667401424237	"up"
"58"	"ENSG00000110448"	"CD5"	-0.67863345413769	3.12881588909084	-3.65496814396114	0.000321857905825118	0.042459999811596	-1.67479467678237	"down"
"59"	"ENSG00000111057"	"KRT18"	0.65345745855342	5.15124914313863	4.25750184412792	3.06458171517164e-05	0.0120680171004455	0.557828184724618	"up"
"60"	"ENSG00000111206"	"FOXM1"	-0.573277553329005	2.64622070175747	-3.34411822106074	0.000970584670558413	0.0746906137983971	-2.70889917626816	"down"
"61"	"ENSG00000111319"	"SCNN1A"	0.777688844215077	2.3236288415075	4.09900656091142	5.84187097183415e-05	0.0169609436307502	-0.0578874627879848	"up"
"62"	"ENSG00000111716"	"LDHB"	-0.51381737595668	5.24266698767883	-2.99260730929958	0.00308260540214667	0.136445849642387	-3.77776825328524	"down"
"63"	"ENSG00000111846"	"GCNT2"	-0.558372837716667	3.73704272444424	-3.00380624820848	0.0029757380242127	0.133869215924781	-3.74539132349039	"down"
"64"	"ENSG00000112242"	"E2F3"	-0.531218103487972	2.48282299079119	-4.70426583237944	4.50571843926972e-06	0.00485733271126081	2.39843241144071	"down"
"65"	"ENSG00000112742"	"TTK"	-0.502766628430753	1.36755640753819	-4.6810754999598	4.99467336014335e-06	0.00488980438049313	2.29916304484698	"down"
"66"	"ENSG00000113368"	"LMNB1"	-0.55910162231868	3.65737943168851	-4.79070056750796	3.05883777830963e-06	0.00400163955575751	2.77194651176803	"down"
"67"	"ENSG00000113739"	"STC2"	0.5634929435399	1.35519679987564	3.14489838883891	0.00189134267173928	0.105993239117977	-3.32797819691571	"up"
"68"	"ENSG00000113810"	"SMC4"	-0.544372223518766	3.02646743239001	-3.6138743786411	0.000374044232992357	0.0455193467622948	-1.81619616961404	"down"
"69"	"ENSG00000114346"	"ECT2"	-0.630527941075041	2.96387300394265	-3.78854908066545	0.000195705670336145	0.0330514419901758	-1.20540855972619	"down"
"70"	"ENSG00000115163"	"CENPA"	-0.511277272130592	1.76995809765591	-4.06409788109238	6.7169074925048e-05	0.018285518801561	-0.190812025401427	"down"
"71"	"ENSG00000115165"	"CYTIP"	-0.721870488190481	3.86518907788386	-4.50189774143921	1.09302884127357e-05	0.00714962309841947	1.54579545220943	"down"
"72"	"ENSG00000115221"	"ITGB6"	-0.535122287841445	2.63538894946034	-2.7734244321592	0.00602427069245249	0.19526204785754	-4.38887870552924	"down"
"73"	"ENSG00000115415"	"STAT1"	-0.562284798698274	5.31171836343061	-3.70868601156964	0.000263935942941771	0.0376676580872293	-1.48782244162528	"down"
"74"	"ENSG00000115457"	"IGFBP2"	0.675406137055763	2.61639205858733	3.40711254104073	0.000780835170413748	0.0671714675312668	-2.50599175526128	"up"
"75"	"ENSG00000115523"	"GNLY"	-0.72247248475926	2.66862044896393	-3.40595784777965	0.000783977092293099	0.0672369157444812	-2.50974174664247	"down"
"76"	"ENSG00000115648"	"MLPH"	0.869993335108874	2.49749394521918	3.44327693516822	0.000688186742349717	0.0628147137774673	-2.38796595133343	"up"
"77"	"ENSG00000116299"	"KIAA1324"	0.913240685323586	3.22682700567046	4.1631927496544	4.5088215044596e-05	0.0148845901855908	0.189059812265079	"up"
"78"	"ENSG00000116824"	"CD2"	-0.804388175420971	2.97776973503462	-4.37100486078288	1.90888217144539e-05	0.00941919818602084	1.01090699707633	"down"
"79"	"ENSG00000117069"	"ST6GALNAC5"	-0.575880914259666	1.74688697200439	-3.34862816559815	0.000955685939177435	0.0741673399598616	-2.69448595461329	"down"
"80"	"ENSG00000117228"	"GBP1"	-0.802541375027366	3.64877981649634	-5.12626927713572	6.4765303384715e-07	0.00188123196166372	4.2736456650688	"down"
"81"	"ENSG00000117650"	"NEK2"	-0.521637065502551	3.05467161284311	-2.74414185049791	0.00656886651096482	0.205012098214042	-4.46724939406612	"down"
"82"	"ENSG00000118849"	"RARRES1"	-1.00464357176878	3.77505343721522	-3.85815848681917	0.000150192372632236	0.0285051772324763	-0.954953321052399	"down"
"83"	"ENSG00000118985"	"ELL2"	-0.509767106477644	5.33667478146327	-3.26844177499175	0.00125520951173425	0.0864813329335388	-2.94812944884689	"down"
"84"	"ENSG00000119866"	"BCL11A"	-0.880505664362875	3.00716473105742	-4.14037187035662	4.94550243338531e-05	0.0156317706444775	0.10088373395809	"down"
"85"	"ENSG00000120217"	"CD274"	-0.564466548038496	1.41516890569277	-4.70266057018622	4.53802104840062e-06	0.00485733271126081	2.39154795464816	"down"
"86"	"ENSG00000121039"	"RDH10"	-0.522383746081009	2.85970937605867	-2.72379428099195	0.00697313620681426	0.211241070009083	-4.52124940455175	"down"
"87"	"ENSG00000121211"	"MND1"	-0.682377208283591	2.33266041172136	-4.59360648486951	7.3414935183139e-06	0.00596129273687088	1.92836395035155	"down"
"88"	"ENSG00000121594"	"CD80"	-0.568126233286391	3.22152745939736	-4.28503162589648	2.73452831269651e-05	0.0117077586740686	0.666796272047469	"down"
"89"	"ENSG00000123485"	"HJURP"	-0.591517185218192	3.54236173426772	-3.70021973955793	0.000272359964155714	0.0379498960706436	-1.51745034417906	"down"
"90"	"ENSG00000123975"	"CKS2"	-0.586357905157638	4.3519524535112	-3.7865344674555	0.000197199753506109	0.0330514419901758	-1.2125976706201	"down"
"91"	"ENSG00000124256"	"ZBP1"	-0.511425572499655	1.32756308762113	-4.18532273867869	4.12069502923617e-05	0.0145603432394262	0.274961336257201	"down"
"92"	"ENSG00000124610"	"HIST1H1A"	-1.12408704524439	3.46233644741599	-5.07987504927375	8.06365782541099e-07	0.00199876857339766	4.06121959833449	"down"
"93"	"ENSG00000124664"	"SPDEF"	0.828615764826407	3.07644007932465	3.05870341424604	0.00249943811626167	0.121111149926953	-3.58507069461048	"up"
"94"	"ENSG00000124787"	"RPP40"	-0.515612236724017	3.16668851919742	-4.10277521378093	5.75418942967608e-05	0.0169374565862516	-0.0434789162253626	"down"
"95"	"ENSG00000124795"	"DEK"	-0.717739044809742	7.38546509883881	-5.65634227981371	4.79064522359255e-08	0.00112810113725157	6.80595653626256	"down"
"96"	"ENSG00000124802"	"EEF1E1"	-0.539883464808288	2.38478534394757	-2.16597204778529	0.031390844747013	0.454607387517012	-5.85346247077343	"down"
"97"	"ENSG00000124935"	"SCGB1D2"	0.781275379056217	1.89205260849552	2.24511209589372	0.0257577441599314	0.412623459781279	-5.68205730835487	"up"
"98"	"ENSG00000124939"	"SCGB2A1"	0.844856036047758	2.24435866428711	2.80672153663108	0.00545500803464013	0.185896569029965	-4.29882190547115	"up"
"99"	"ENSG00000125257"	"ABCC4"	-0.583974277913341	1.96957981491195	-4.02629424302547	7.80487006081902e-05	0.0199770739339311	-0.333656571926131	"down"
"100"	"ENSG00000126010"	"GRPR"	0.516695431561151	0.656765120826305	3.4977434061784	0.000567868180577508	0.0574824450933412	-2.20810148387782	"up"
"101"	"ENSG00000126787"	"DLGAP5"	-0.685038737356262	2.95056272284508	-4.37271560487853	1.8951740262671e-05	0.00941919818602084	1.01781265172115	"down"
"102"	"ENSG00000128340"	"RAC2"	-0.521489501395929	4.25805683556781	-3.28180127187646	0.00119989823777422	0.0847232494845798	-2.90625754420127	"down"
"103"	"ENSG00000128422"	"KRT17"	-0.859575937782231	6.23297196197457	-2.20076624188417	0.0287949634653553	0.435906990178602	-5.7788284012942	"down"
"104"	"ENSG00000128510"	"CPA4"	-0.513402752664976	1.8817124142726	-2.40047646566292	0.0172079743225019	0.334499724270224	-5.32851715886952	"down"
"105"	"ENSG00000128833"	"MYO5C"	0.554602291676326	3.65958252544706	3.77678777129278	0.000204581769488424	0.0335713693931247	-1.24733119175385	"up"
"106"	"ENSG00000129514"	"FOXA1"	0.967883865066979	2.72425592029902	3.53882969296387	0.00049047928763875	0.0528572191575232	-2.07075259285086	"up"
"107"	"ENSG00000130005"	"GAMT"	0.67228054014585	2.52943870893095	3.99287664718468	8.90448035338327e-05	0.0212875840976111	-0.458969014397987	"up"
"108"	"ENSG00000130487"	"KLHDC7B"	-0.676446596609721	1.19280718863471	-4.34009866394276	2.17353369344533e-05	0.0101351230521289	0.886541120124599	"down"
"109"	"ENSG00000130600"	"H19"	0.59473245089552	8.07585841602143	2.77313089238731	0.00602952036966318	0.19526204785754	-4.38966817257789	"up"
"110"	"ENSG00000131037"	"EPS8L1"	0.510767063551683	2.86044124855521	3.26612940003512	0.00126502059224776	0.0867211205422136	-2.95536126570151	"up"
"111"	"ENSG00000131203"	"IDO1"	-0.757442279682427	1.65633468018919	-4.2500455695131	3.16033581851784e-05	0.0123007583230509	0.528417227629557	"down"
"112"	"ENSG00000131477"	"RAMP2"	0.514493350348142	3.63609270816771	3.32309035431804	0.00104295333107391	0.0782148568156956	-2.77586994691473	"up"
"113"	"ENSG00000131620"	"ANO1"	0.783570764734372	3.9472321337914	4.72748510006113	4.06256952366889e-06	0.00456751734746252	2.49822684492953	"up"
"114"	"ENSG00000132031"	"MATN3"	0.754552298147216	1.78689025561785	4.53839980199065	9.33571562232628e-06	0.00676422866075506	1.69730075341931	"up"
"115"	"ENSG00000132465"	"IGJ"	-0.929574816561355	6.70907562353698	-3.22489613504221	0.00145238326520092	0.094243303880151	-3.08353534482291	"down"
"116"	"ENSG00000133048"	"CHI3L1"	-0.893585116719597	3.28708163708176	-3.42219823828433	0.000740853615730989	0.0653394042817728	-2.45689432422289	"down"
"117"	"ENSG00000133106"	"EPSTI1"	-0.686338123348744	5.08055826895211	-4.4403739913968	1.42271813400177e-05	0.00837554165486843	1.29273955367264	"down"
"118"	"ENSG00000134028"	"ADAMDEC1"	-0.536704635569863	1.05457307238394	-4.54991096737257	8.88105937780215e-06	0.00653534956964015	1.74528919466186	"down"
"119"	"ENSG00000134202"	"GSTM3"	0.578681247059331	2.15207237105228	3.19553059676793	0.00160118012670084	0.0986021744402071	-3.17391531258279	"up"
"120"	"ENSG00000134533"	"RERG"	0.573482868817023	2.09299985647298	3.20449401785728	0.00155432748295796	0.0976034761831841	-3.14640789587266	"up"
"121"	"ENSG00000135047"	"CTSL"	-0.582669287429957	5.93443685177382	-5.32805875146047	2.45532295310664e-07	0.00128484321999456	5.2150994002888	"down"
"122"	"ENSG00000135069"	"PSAT1"	-0.802863368672781	1.48424401645345	-5.22757900037997	3.99314963908332e-07	0.00188061375402268	4.74277236516455	"down"
"123"	"ENSG00000135374"	"ELF5"	-0.575321548347081	2.78736697139097	-2.08809614838174	0.0379424769805585	0.495100980962764	-6.01637303912997	"down"
"124"	"ENSG00000136167"	"LCP1"	-0.595565557556366	4.02283692025406	-4.44721390627236	1.38181313454862e-05	0.00823770523856986	1.32072965848466	"down"
"125"	"ENSG00000136457"	"CHAD"	0.79504585083767	1.02950622544093	3.87103686292382	0.000142956343733139	0.0275929178871145	-0.908180149247907	"up"
"126"	"ENSG00000136560"	"TANK"	-0.710139658137511	4.41512381113529	-3.91783879920654	0.000119346152694396	0.0242272689969624	-0.737056465308894	"down"
"127"	"ENSG00000136636"	"KCTD3"	0.614285504218486	6.0690667073751	4.77409701354809	3.296429866775e-06	0.00408549107909567	2.69976801984079	"up"
"128"	"ENSG00000136883"	"KIF12"	0.584864263701289	1.15401334598627	3.89994251158996	0.00012790012572179	0.0253091778193001	-0.802702719535923	"up"
"129"	"ENSG00000136944"	"LMX1B"	0.561627498333607	1.7435732961939	3.5047611765378	0.000553886117159328	0.0571420109483322	-2.18474300721523	"up"
"130"	"ENSG00000137265"	"IRF4"	-0.590448671243035	2.19415056721499	-3.22012635975572	0.00147564505025762	0.0953319331782345	-3.09826672564924	"down"
"131"	"ENSG00000137673"	"MMP7"	-0.75418635036392	3.71244367767343	-2.24610997974819	0.0256927373507166	0.412414846035907	-5.67985851530106	"down"
"132"	"ENSG00000138180"	"CEP55"	-0.578489285994235	1.924732192915	-4.77459904073295	3.28899164023664e-06	0.00408549107909567	2.70194743704651	"down"
"133"	"ENSG00000138449"	"SLC40A1"	0.526635406777807	5.3789233390851	2.52104572769299	0.012411097352976	0.281633183637622	-5.03870702193646	"up"
"134"	"ENSG00000138755"	"CXCL9"	-1.01867713880677	2.65330240353885	-4.80796450811003	2.82936257933691e-06	0.00391916647166032	2.84721112658879	"down"
"135"	"ENSG00000139618"	"BRCA2"	-0.684405470193734	3.31430994109457	-5.16482053491903	5.39224684462008e-07	0.00188123196166372	4.45131499211009	"down"
"136"	"ENSG00000139725"	"RHOF"	-0.552509589313882	2.85692841601195	-3.9397317478592	0.000109619637008369	0.0232551640745322	-0.656394761532486	"down"
"137"	"ENSG00000140105"	"WARS"	-0.713367484009986	5.22977781619286	-5.37716251491145	1.93131862743717e-07	0.00127626368628368	5.44844423331586	"down"
"138"	"ENSG00000140379"	"BCL2A1"	-0.573985063222438	1.14368941413849	-4.0750900802261	6.42872249507259e-05	0.0178098302722317	-0.149061492816189	"down"
"139"	"ENSG00000140443"	"IGF1R"	0.603804207558031	4.80104731759596	3.21315160979303	0.00151028315466353	0.0966775189839509	-3.11977242378603	"up"
"140"	"ENSG00000140479"	"PCSK6"	0.728202370145405	3.0652937903987	3.9462123599943	0.000106888059697928	0.0227877683865788	-0.632442959339792	"up"
"141"	"ENSG00000140968"	"IRF8"	-0.530008079555324	3.73645871390397	-3.58133015962328	0.000420919518729236	0.0484319047275979	-1.92717181687383	"down"
"142"	"ENSG00000141753"	"IGFBP4"	0.560184426750446	3.57276527077564	3.57070936343972	0.000437376302598424	0.04904446273137	-1.96319546394427	"up"
"143"	"ENSG00000141854"	"MIR1199"	0.657820409745252	1.6070298623994	5.36089799685069	2.09151546743753e-07	0.00127626368628368	5.37097177300979	"up"
"144"	"ENSG00000143297"	"FCRL5"	-0.504630172038394	1.26234669979372	-3.5658113141849	0.000445167819516064	0.0496815725780297	-1.97977659504256	"down"
"145"	"ENSG00000143401"	"ANP32E"	-0.58305352467111	5.14653549109559	-2.91980359194649	0.00386772914632297	0.155742358649887	-3.98552686141099	"down"
"146"	"ENSG00000143412"	"ANXA9"	1.01003735828177	2.07130873806195	4.55480268843349	8.69436961157082e-06	0.00649952430518316	1.76571255466636	"up"
"147"	"ENSG00000143416"	"SELENBP1"	0.707240755759969	3.90774268798162	3.65853565831087	0.000317666845966335	0.042191711829529	-1.66245224465046	"up"
"148"	"ENSG00000143546"	"S100A8"	-1.0940177247198	4.52566919316489	-3.15895972814037	0.00180622872604071	0.104371943313041	-3.28541780399481	"down"
"149"	"ENSG00000143878"	"RHOB"	0.51280480938719	3.14153326139139	3.78573054717902	0.000197798965928198	0.0330514419901758	-1.21546550922109	"up"
"150"	"ENSG00000144218"	"AFF3"	0.519758369162545	1.2884003806444	3.14457975636192	0.00189331365710885	0.105993239117977	-3.3289406133355	"up"
"151"	"ENSG00000145287"	"PLAC8"	-0.640239339278072	3.67944281854241	-2.81986599527769	0.00524407833545708	0.183080143281458	-4.26299544125495	"down"
"152"	"ENSG00000145386"	"CCNA2"	-0.543334708607674	1.9878212475756	-4.86384178072114	2.1951052671636e-06	0.0037312083477064	3.09231531096383	"down"
"153"	"ENSG00000145824"	"CXCL14"	0.687805948714793	3.34180582082419	2.84020864784443	0.00493223129805623	0.177785439390304	-4.20724282580842	"up"
"154"	"ENSG00000147168"	"IL2RG"	-0.651148212770719	3.72835003479347	-3.89090898578225	0.000132435813648414	0.0259052851814174	-0.835739702825224	"down"
"155"	"ENSG00000147642"	"SYBU"	0.655840884996072	2.31138393835541	3.47046602750601	0.000625419513275319	0.0592530669953604	-2.29849560437161	"up"
"156"	"ENSG00000147889"	"CDKN2A"	-0.536825454473338	1.72258211036095	-2.50884664915516	0.0128353132925503	0.287853292774261	-5.06864005432672	"down"
"157"	"ENSG00000148671"	"ADIRF"	1.00360496721695	4.70736868592754	3.87609441387267	0.000140206064553628	0.0271734354576858	-0.889774377421861	"up"
"158"	"ENSG00000148700"	"ADD3"	-0.74396062006999	4.4232985339566	-3.81727169096834	0.00017553567124364	0.0307324459958754	-1.10254798366533	"down"
"159"	"ENSG00000148773"	"MKI67"	-0.794446434164231	4.31961648194406	-5.11627200461129	6.79058589865024e-07	0.00188123196166372	4.22774246841378	"down"
"160"	"ENSG00000151892"	"GFRA1"	0.775344210565408	1.68591072563139	3.35567447578389	0.000932834561913952	0.0731931507853306	-2.67193172814243	"up"
"161"	"ENSG00000152076"	"CCDC74B"	0.601163539836887	1.56740781423154	2.94641722737446	0.0035616553975138	0.147788301851374	-3.91012802647738	"up"
"162"	"ENSG00000152256"	"PDK1"	-0.519002385683449	4.20898818205277	-3.54226983431752	0.000484470253578745	0.0527560499995144	-2.05918746855472	"down"
"163"	"ENSG00000152558"	"TMEM123"	-0.596741963764733	7.78968475846505	-4.41860203479728	1.56080669144194e-05	0.0088563556554397	1.20388464757819	"down"
"164"	"ENSG00000152977"	"ZIC1"	-0.625272030291734	2.17054848893394	-2.14849960175666	0.0327689914419906	0.462477800704821	-5.89051132832228	"down"
"165"	"ENSG00000154198"	"CYP4Z2P"	0.68742733300384	2.1006596453007	2.24222683271294	0.0259465100323681	0.413948792847022	-5.68840960842923	"up"
"166"	"ENSG00000154451"	"GBP5"	-0.760382542319185	1.80405764768523	-4.86657739585332	2.16787652734161e-06	0.0037312083477064	3.10437364238591	"down"
"167"	"ENSG00000155629"	"PIK3AP1"	-0.657466607411802	3.26476597884415	-4.84873935208776	2.35148111024942e-06	0.00378581731691308	3.02584357102768	"down"
"168"	"ENSG00000156219"	"ART3"	-0.585663000931472	1.43954103235782	-2.14688434517953	0.0328989906673932	0.463531077526125	-5.89392181859306	"down"
"169"	"ENSG00000156234"	"CXCL13"	-1.1153420891057	3.50456685387495	-4.05405954537993	6.99080225078909e-05	0.0187067512956343	-0.228854867646329	"down"
"170"	"ENSG00000156968"	"MPV17L"	0.609656789112024	4.39847641650116	2.4170834046459	0.0164623484372387	0.327574410476556	-5.28939805625619	"up"
"171"	"ENSG00000157193"	"LRP8"	-0.705956512801609	2.89106223137537	-4.6848802467582	4.91108606792956e-06	0.00488980438049313	2.31542227018197	"down"
"172"	"ENSG00000157303"	"SUSD3"	0.71582140829123	3.02333638947921	3.11541369631251	0.00208198657204508	0.112545360261448	-3.41665785055716	"up"
"173"	"ENSG00000157456"	"CCNB2"	-0.690484080362951	3.54432322850257	-4.16329684234525	4.50691672118235e-05	0.0148845901855908	0.189462957263128	"down"
"174"	"ENSG00000158089"	"GALNT14"	-0.596753963438049	2.75092616989502	-2.85560998343589	0.00470747080288142	0.174133449556312	-4.16478514137534	"down"
"175"	"ENSG00000158714"	"SLAMF8"	-0.542075795653149	2.46597713954348	-4.07811906759554	6.35140560653258e-05	0.017805107050313	-0.137539773088944	"down"
